Report generated on: 11-03-2021 14:09:38,,,,,petroleum and other liquids CO2 emissions (MMtonnes CO2),,,,,,,,,,,,,,,,,,,,,,,,,
,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Iceland,1.977366034,1.872991034,2.073557034,2.015480034,2.056782034,2.136066034,2.397096034,2.330438069,2.344450069,2.348141069,2.3832,2.252786,2.379493,2.382795069,2.467418,2.501041,2.614077069,2.606443,2.395015,2.309632103,2.139057,2.116861,2.126963,2.300143,2.544373069,2.589325103,2.895845069,3.175025,3.432809,2.597807
        India,160,162,174,179,194,217,229,241,257,268,286,293,302,302,325,321,349,373,387,402,417,422,449,454,472,512,578.794597,596.3309729,615.0922265,624.2634114
        Indonesia,95,100,106,113,114,117,127,141,136,145,154,157,166,167,175,184,175,166.3,177,182,201.2506818,208.7681164,217.3362093,212.7822713,215.1201245,200.5892019,199.2569137,206.8681394,224.4631057,
        Iran,149,157,161,166,167,167,157,173,169,175,173,178,189,197,211,215,227,220.3,239,249,245,252.1250042,271.3453286,267.5178253,267.7835811,240.998331,233.620313,266.1612463,266.1612463,
        Iraq,57,39,52,61,71,71,71,63,65,67,66,71,73,68,73,78,74,81.9,90,98,86.374073,90.267763,105.876756,115.405259,112.56889,95.847884,120.010597,118.429715,126.315647,
        Ireland,13.865956,15.154481,15.413867,15.905515,17.687705,18.249678,18.63911,21.001788,23.407238,26.279235,27.018496,29.331266,28.175078,27.726438,28.667389,30.273443,31.478615,30.654023,29.689867,25.000682,24.585365,21.232244,20.480425,20.654427,21.024414,21.949994,22.807865,23.039391,24.076933,24.105816
        Israel,28.211567,28.529603,28.208615,30.642908,32.855723,35.319028,34.201001,36.091318,37.675432,38.814416,41.572545,38.794392,40.456081,41.412592,42.339612,38.663254,39.679891,41.153,39.651512,35.943679,37.536627,36.715405,43.491718,37.598627,33.575607,35.813882,35.715388,36.929401,37.112301,37.872782
        Italy,326.313674,321.806939,324.037129,322.393959,318.283952,334.638361,328.496411,330.170654,328.867879,312.44933,311.436226,304.25219,311.88443,313.351882,298.008769,294.052458,291.944456,282.631738,275.074665,254.828315,249.723483,242.341969,219.899429,198.04649,199.331328,205.031178,195.971213,202.605981,208.393645,197.254902
        Jamaica,7.4,7.7,8.4,8.5,8.7,9.8,9.9,10,11,11,11,11,11,11,11,11,13,13.2,12,9.2,8,8.392492887,7.804376542,8.584252984,8.397359441,8.286742,8.689486,7.20741482,7.714818985,
        Japan,932.145214,946.267637,964.507556,937.9975,1001.20319,1006.751653,1008.988296,1006.386963,957.489442,989.87106,964.408184,931.929897,917.244696,946.980376,932.124258,937.636945,917.104035,895.536646,858.985159,761.746955,785.237987,796.93784,848.988819,821.828773,773.149502,762.706477,729.341346,711.080976,680.054576,658.609313
        Jordan,9.9,9.4,11,11,12,13,14,13,14,15,15,15,15,16,15,16,16,14.5,14,14,15,19.8802385,21.73069593,20.24773,22.79327,19.028106,15.893388,16.944706,15.54388356,
        Kazakhstan,--,--,63,52,45,40,37,33,30,27,29,30,31,29,32,33,33,31.2,34,30,31.19903165,36.43915978,33.8723555,34.81033963,34.03137706,41.72495,44.843697,43.742177,42.999412,
        Kenya,6.3,5.5,6.1,6.3,6.7,6.9,7.3,6.7,7.7,7.9,8.5,7.8,7.7,8.1,9,9.9,11,10.7,11,11,12,13.12903053,11.87251476,13.12896691,13.22259285,15.541922,16.789936,16.670611,17.221016,
        Kiribati,0.02206,0.02612,0.02228,0.02228,0.02228,0.02227,0.02226,0.02226,0.02226,0.02226,0.02544,0.02544,0.03171,0.0317,0.03176,0.03807,0.03805,0.038273004,0.04369,0.062365005,0.063694222,0.058719858,0.057888232,0.058583745,0.058690002,0.061856002,0.066107494,0.066031725,0.066043384,
        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.5,1.6,1.624188167,1.815501796,1.656288556,1.640223164,1.574305107,1.862865356,1.888082693,1.860252906,1.918532,
        Kuwait,12,13,17,19,25,27,30,34,38,39,40,40,39,44,47,51,51,39,53,60,59.653001,57.592073,56.906665,59.161183,55.623309,57.389713,52.45998001,47.69027931,49.38532971,
        Kyrgyzstan,--,--,4.8,2.9,1.3,1.7,1.8,1.5,2.1,1.7,1.6,1.3,1.4,1.4,1.8,1.9,1.9,1.9,2.1,5,3.799276981,4.02646163,5.126303352,5.159083083,4.64976207,4.973226,5.51507,4.901844,5.477868,
        Laos,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.373842232,0.4,0.4,2.16325989,2.231952936,2.501036127,2.554295163,2.64770651,2.608553642,3.099584348,3.174937607,3.521944724,
        Latvia,--,--,8.372326,7.884384,7.782441,6.085622,6.367404,5.42726,4.994464,4.590125,3.60322,4.390735,4.472403,4.688266,4.904854,5.062942,5.240936,5.537303,5.348335,5.176657,5.491163,4.885224,4.846264,4.874959,4.891886,5.150107,5.342321,5.490165,4.982035,5.512968
        Lebanon,4.7,8.2,8.2,10,11,12,13,15,15,15,16,15,16,16,15,15,13,11.90316914,14,19,18,18.77987319,20.90140066,20.579876,22.172136,24.110338,25.071077,26.624618,25.08802974,
        Lesotho,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238412507,0.2,0.2,0.6,0.56901386,0.603890133,0.616832425,0.643414734,0.634217,0.681386,0.850365255,0.736309374,
        Liberia,0.6,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.746164258,0.7,0.6,0.5,0.917673131,0.988485943,0.900916034,1.187724076,1.197167,1.37903,1.184611,1.34566552,
        Libya,24,25,23,24,25,27,28,30,28,29,30,30,35,36,39,41,38,30.2,39,41,38.785718,25.463776,34.800255,36.324757,37.211209,31.702844,28.651044,29.54189,30.667829,
        Lithuania,--,--,14.00295031,12.61408375,11.5752435,10.2437559,11.02840069,10.7950994,12.201054,9.538341,7.620407,8.60274,8.339512,7.968292,8.612252,9.086343,8.974971,9.136512,9.98855,9.14312,8.993446,8.674612,8.912893,8.676824,8.569816,9.337599,10.066433,10.390847,10.816412,10.808947
        Luxembourg,4.938266,5.763747762,5.961349762,5.914629762,5.915646762,5.455570762,5.651870762,5.942391762,6.166951762,6.567299762,7.174596,7.634275762,7.794114762,8.368286762,9.483149762,9.726208,9.249357762,9.095299762,9.233986261,8.569571523,8.961258523,9.260631023,8.946934023,8.747491762,8.574904261,8.484048023,8.380142261,8.924417,9.478976,9.615073
        Macau,1.1,1.1,1.1,1.2,1.3,1.3,1.5,1.5,1.6,1.7,1.6,1.7,1.8,1.9,2.3,2,2.3,2.271689144,2.4,1.8,1.397398066,1.536296718,1.579985848,1.560776445,1.606637214,2.029491754,1.996730736,2.111852432,1.828188524,
        Madagascar,0.9,1,1,1.1,1.2,1.3,1.3,1.3,1.3,1.3,1.8,2,2.3,2.4,2.6,2.5,2.5,2.606779495,2.8,1.8,1.8,2.136696106,2.295470567,2.276790236,2.506170739,2.868627,3.152477,2.577085333,2.472962905,
        Malawi,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1,1,0.811398864,1.1,0.8,0.8,0.891072661,0.844843494,0.912132658,0.92038829,0.853078,1.006885,1.099295552,1.049350123,
        Malaysia,39,41,43,47,53,56,62,63,62,65,66.31702072,70.05893122,70.96466774,69.50391715,74.40109473,73.35866034,73.72400371,86.25894933,81.69979412,81.43962082,77.55616884,85.22663329,85.01865125,97.20945981,98.65302456,93.908565,95.903742,96.822442,94.520808,
        Maldives,0.09766,0.09766,0.1,0.1,0.2,0.3,0.4,0.3,0.3,0.3,0.5,0.5,1,1.1,0.8,0.6,0.8,0.934580037,0.9,1.1,1.10978641,1.198751512,1.523701229,1.596596488,2.140652498,1.614304113,1.707060439,1.776246574,1.75130151,
        Mali,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.670014525,0.7,0.7,0.7,2.374237358,2.467279852,2.722025338,2.919398204,3.166486,3.120804,3.107565981,3.128248481,
        Malta,1.6,1.8,2,2.1,2.3,2.4,2.6,2.8,2.9,3.3,2.9,2.5,2.9,2.9,3,3.1,2.9,3.138248823,3.2,6.7,7.672055726,7.288171101,6.929108332,6.575666318,6.705638712,7.052496,7.500594,8.239269,8.531973,
        Martinique,1.6,1.3,1.5,2,2,2,2,2,2,2,2.1,2.1,2.1,2.2,2.2,2.4,2.4,2.133506078,2.5,2.7,2.7,2.585919279,2.620337776,2.636118609,2.72841041,2.394138,2.413959,2.24158345,2.24158345,
        Mauritania,0.9,1,3.3,3.4,3.4,3.1,3.5,3.2,3.2,3.2,3.2,3.2,3.1,3.2,2.6,3.2,2.8,2.497262726,2.8,1.9,1.9,2.264922292,2.44886848,2.206456436,2.684586018,2.664858,2.481465,3.8723599,3.45971254,
        Mauritius,1.7,1.7,2,2.1,2.1,2.3,2.3,2.3,2.4,2.4,3,3.2,2.9,3,3.2,3.2,3.3,3.306338272,3.4,3,3.4,3.853028345,3.766876371,3.815702653,3.934904596,4.096318,4.235415,4.711863,4.984221,
        Mexico,222.9139169,238.435216,239.5122149,247.583702,275.5699065,254.7632194,257.3004807,265.7995467,280.7020239,275.9748263,288.4322834,285.6829221,273.1708575,274.6166548,289.0864157,297.1370488,301.1131707,313.8398987,309.69459,296.2724926,305.3176046,311.9438718,307.7642762,311.1634135,300.3639145,298.6827767,307.4862431,301.8926266,298.7348535,298.726225
        Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114989114,0.11784312,0.11784312,
        Moldova,--,--,9.2,6.7,3.6,3.4,3,2.7,2.3,1.5,1.3,1.4,1.6,1.8,1.9,2,2,2.076181345,2.3,1.9,2.330646585,2.432260917,2.262614843,2.231043836,2.40952923,2.47698552,2.518146983,2.824905,2.977949,
        Mongolia,2.3,2.1,2,1.9,1.9,1.7,1.8,1.2,1.2,1.3,1.2,1.4,1.5,1.5,1.8,1.8,2,2.226394627,2.4,2.4,2.555720534,3.18916689,3.63990728,3.791365178,3.585925178,3.54816,3.047495,3.969041,4.2308145,
        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.559403684,0.6,0.6,0.892576767,0.849216929,0.816386047,0.801723192,0.809276858,0.878052,0.97338,1.064219,1.121183,
        Montserrat,0.03779,0.03466,0.04137,0.04138,0.0414,0.0477,0.0445,0.04767,0.05083,0.05083,0.05402,0.05402,0.05403,0.06036,0.06671,0.06989,0.07625,0.08302,0.09267,0.083240958,0.083457682,0.044809106,0.043590706,0.055110949,0.051100518,0.059137,0.033757,0.029942082,0.033486782,
        Morocco,16,16,18,19,21,19,19,19,19,22,21,21,21,22,21,22,23,20.51584568,25,30,36,38.56442403,37.08083991,39.45783269,37.70656547,37.791086,37.96508,40.268148,39.481703,
        Mozambique,1,1,1,1,1,1.1,1.1,1.1,1.1,1.2,1.2,1.4,1.6,1.7,2,2,2,2.017541661,2,2.2,2.4,2.702358838,2.530660707,3.035432971,3.292873275,3.836411,5.767956,6.594170257,4.996916,
        Namibia,2.4,1.2,1.1,1.3,1.3,1.3,1.4,1.4,1.5,1.7,1.8,2.2,2.2,2.4,2.6,2.6,2.8,2.977155259,3.1,3.2,3.1,3.140132943,3.093475106,3.4468784,3.627482342,3.97133,3.94158,3.827581908,3.818475908,
        Nauru,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.151091751,0.2,0.2,0.05959529,0.175126,0.05813113,0.064299417,0.067548797,0.070078265,0.072848672,0.070765985,0.071168105,
        Nepal,0.6,0.8,0.9,0.9,1,1.1,1.4,1.6,2,2.2,2.1,2.1,2.1,2.1,2.2,2.3,2.2,2.109897985,2.2,2.5,2.990703265,3.08273116,3.357273639,3.641051034,4.026024837,3.495305,5.857471,6.776090338,7.593481625,
        Netherlands,142.11783,141.548349,144.463417,143.464889,151.024622,152.227038,156.5207479,159.8015709,161.230918,163.0119759,170.7594142,175.3970649,182.7840972,193.3329818,196.2237721,197.4993461,200.3919351,206.053083,194.558662,188.303007,189.827304,186.615356,188.660727,175.951306,168.796749,171.737249,179.603924,181.218876,174.91166,170.716118
        Netherlands Antilles,9.7,9.2,9.5,9.2,9.6,11,11,12,12,12,12,12,11,11,11,11,12,9.4,11,12,12,14.00204397,12.80272111,12.87593174,12.86046144,14.259102,14.395662,14.496783,14.496783,
        New Caledonia,1.2,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6,1.6,1.9,1.9,2.3,2.351008541,2.3,2.4,2.433847228,2.316640193,2.518345875,2.76444251,3.225458215,2.979979274,3.002599189,2.7843335,3.01780013,
        New Zealand,15.556688,15.159881,15.809943,15.97367,17.750961,18.034614,18.308288,19.212577,19.368007,19.233475,20.107464,20.032667,21.03049,21.649773,22.215897,22.700261,22.986731,23.29776828,23.624729,22.289691,22.497355,22.82437628,22.77923976,23.11000352,23.30559876,23.936295,24.99324876,26.183399,26.63459,26.919156
        Nicaragua,2,1.9,2.3,2.3,2.5,2.8,2.9,3,3.5,3.7,3.7,3.9,3.9,4,4.2,4.4,4.5,4.010307626,4.3,4.3,4.3,4.701077745,4.447179692,4.437450817,4.642415474,5.254183,5.249562,5.181649,5.027809,
        Niger,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.811241795,0.9,0.8,0.8,1.179081518,1.660757603,2.075868608,1.821403366,2.020463,1.807268,1.760421,1.815716875,
        Nigeria,37,38,39,40,37,42,41,39,39,38,36,44,44,42,40,45,41,36.00159553,42,35,38.886938,36.192361,37.360424,57.198728,62.371423,56.489382,59.399444,59.96304,64.607573,
        Niue,0.00315,0.00315,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00413,0.00477,0.005085915,0.00544,0.003447462,0.005857224,0.003423507,0.006293539,0.006886494,0.007111187,0.007806447,0.007578532,0.007261196,0.007517555,
        North Korea,11,12,11,11,11,9.6,7.3,6.2,5.5,4.8,4.1,3.7,4,4,4,3,2.3,2.695074084,2.7,2.2,2.630660877,2.705944481,2.595821481,2.802759263,2.678317098,3.055897098,3.27186268,2.986485679,2.961325679,
        North Macedonia,--,--,2.9,3.2,2.8,2.9,3.5,3.2,2.9,2.9,3,2.5,2.9,2.7,2.7,2.6,2.9,2.822309187,3.1,2.8,2.616760997,2.654344723,2.647654096,2.622150693,2.597226679,2.835984252,2.913717655,3.099053586,3.012331357,
        Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Norway,29.39720147,27.47802486,27.83694447,28.87461686,29.93116901,30.37781462,32.80867278,33.25186054,33.08770739,33.51008954,31.70230378,32.79473078,32.44406578,33.06099591,31.99822181,32.68547084,33.28639308,33.64576758,33.09397466,32.46762272,33.67834569,32.39245789,31.91142234,31.27037803,29.52157091,29.82275218,29.17244895,29.0987007,29.26764586,27.06938118
        Oman,5.7,5.7,5.9,5.9,6.1,6.5,7.1,7.4,7.5,8,7.9,8,8.5,8.5,9.8,11,12,13.7,15,15,23,19.83409761,22.05404815,22.549805,25.633192,26.920223,24.21793,27.31703926,30.07991,
        Pakistan,34,34,35,40,45,47,52,53,56,60,59,57,57,52,50,52,55,58.8,60,62,63.13509265,62.32683341,63.90240006,70.07088119,75.15140707,78.746903,87.8093962,86.42404694,90.4778923,
        Palestinian Territories,--,--,--,--,--,--,--,0.4,0.5,0.5,0.6,1.2,1,1.2,2.1,2.7,2.9,2.787540723,3,2,2.3,2.363244018,2.188785041,2.414518051,2.638671739,3.116727,3.301733,3.277635491,3.277635491,
        Panama,12,12,12,12,13,14,12,13,14,13,13,13,13,13,14,14,14,14.00316914,15,16,19,20.09595677,21.739784,21.33231685,21.8051792,22.482933,23.833928,25.958831,25.00556192,
        Papua New Guinea,2.5,2.4,2.5,2.4,2.4,2.4,2.4,2.5,2.4,2.4,2.4,2.4,3.5,4,4,4,4,4.13191055,4.3,3,4.804792144,2.99042093,5.035003807,5.415713333,5.685442394,5.697726046,6.693629867,6.0834222,6.559238581,
        Paraguay,2.2,2,2.3,2.5,2.9,3.3,2.7,3,3.4,3.8,3.6,3.5,3.6,3.7,3.8,3.7,3.7,3.752260891,3.8,4.1,4.5,4.853534157,5.175426658,5.070706625,5.32744194,6.588401,7.653819,7.950253,8.327518,
        Peru,18,17,18,19,20,21,22,23,23,24,24,23,22,22,24,23,26,22.4,24,26,28,29.88072123,30.10337181,30.46916452,29.80941773,31.114338,33.185367,33.072702,34.685347,
        Philippines,36,36,40,43,46,50,51,55,58,55,51,51,49,48,49,49,48,42.9,42.3,41,44.82280769,42.64304289,44.25659297,46.12704187,49.1218101,54.023576,58.251624,60.824813,62.496045,
        Poland,44.18935752,42.25991028,43.30182,45.629488,46.513507,48.048059,53.450738,57.348067,59.198524,60.996242,59.800838,58.697515,58.748824,62.380118,65.229259,67.655846,73.48791976,76.591158,78.020267,77.97145776,81.77027676,79.84977876,77.365999,72.16478176,71.93230576,77.181183,83.34616,94.366796,97.80526,100.625792
        Portugal,41.954577,40.272278,44.990116,41.553648,42.641231,45.193478,41.729747,44.410556,50.50796,52.869026,52.338172,50.926474,54.055143,51.123945,53.428977,55.027684,48.25763276,49.75419176,46.84382176,43.49686176,44.18278276,42.02421876,37.25849176,36.07518176,37.50865576,37.39781976,36.11002176,37.742393,35.626927,38.454033
        Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Qatar,3.4,3.4,3.3,3.4,3.5,3.8,4.1,4.1,4.4,4.5,5.2,5.5,7.1,8,8.6,8.5,12,12.00659866,14,17,25,26.43539918,30.69704488,29.785554,33.19844,32.963358,23.73285888,29.98844992,28.1165409,
        Reunion,1.2,1.4,1.4,1.9,1.9,1.9,1.9,1.9,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.56222553,2.562396051,2.9,2.9,2.687415363,2.397701394,2.393604478,2.525698873,2.712283,2.809329,2.684250619,2.684250619,
        Romania,58,42,38,37,33,36,38,41,37,32,32,33,33,31,31,31,29,21.43486036,22.94771661,27,25.00392092,24.98924394,25.55716696,24.15437101,24.54801068,25.071847,26.481392,29.913771,29.680985,
        Russia,--,--,632,546,458,428,380,371,365,365,345,348,340,339,336,336,351,346,364,353,369,391,393,408,420,414,412.9244517,417.3058626,409.0476473,
        Rwanda,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.621246851,0.622837353,0.8,0.8,0.714021762,0.768000722,0.850993722,0.879298241,0.981803,0.988537,0.998172951,1.141975755,
        Saint Helena,0.00631,0.00315,0.00318,0.00637,0.00637,0.00636,0.00636,0.00636,0.00635,0.00635,0.02224,0.0127,0.01271,0.0127,0.00953,0.0127,0.01176,0.012749646,0.01355,0.009569517,0.009581295,0.010625387,0.01135168,0.011292267,0.010717665,0.009753,0.009816,0.0104541,0.0098209,
        Saint Kitts and Nevis,0.06612,0.07555,0.07632,0.08587,0.1,0.09229,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.273423163,0.3,0.3,0.3,0.250060014,0.246182614,0.244904858,0.247872849,0.258403,0.265412,0.265947836,0.268462136,
        Saint Lucia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.330942744,0.4,0.4,0.4,0.439284171,0.435905613,0.433029467,0.43657188,0.452804,0.45769,0.493367638,0.451661075,
        Saint Pierre and Miquelon,0.3,0.2,0.2,0.1,0.1,0.08584,0.08584,0.0604,0.06992,0.06992,0.07628,0.06993,0.06993,0.07628,0.08263,0.08264,0.08581,0.089142942,0.09159,0.088992112,0.092262319,0.092201002,0.090842676,0.09292542,0.098260306,0.099238,0.101037,0.098817,0.09887934,
        Saint Vincent/Grenadines,0.07812,0.07565,0.08287,0.07644,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.165799136,0.2,0.2,0.2,0.208304387,0.259541778,0.209761744,0.22420505,0.231392,0.231747,0.26343114,0.2392802,
        Samoa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.165868499,0.2,0.2,0.229487802,0.238616329,0.237481478,0.238312223,0.242931629,0.333734391,0.304046936,0.302070017,0.297606653,
        Sao Tome and Principe,0.06927,0.07304,0.07692,0.07694,0.08013,0.07942,0.08006,0.07939,0.07937,0.07937,0.09211,0.09209,0.09527,0.09525,0.09531,0.09843,0.1,0.127363197,0.1,0.1,0.1,0.137602959,0.141953509,0.146510073,0.146253896,0.153103,0.159065,0.160820916,0.158288716,
        Saudi Arabia,139,140,147,144,147,138,146,164,164,173,192,196,200,229,260,265,262,202.3,268,288,325.059567,343.268816,364.401962,376.10808,397.719123,419.987267,381.3856305,369.5700736,349.5448763,
        Senegal,2.6,2.4,2.9,2.9,3.5,3.8,3.8,3.5,3.7,4.1,4.3,4.3,4.4,4.4,4.9,5.3,5.4,5.3,5.5,5.2,5.7,6.038202812,5.712257234,6.002471795,6.556411234,7.95891,7.488057,7.79423,7.915657,
        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,10.01901474,9.203177806,11,10.57827995,10.44815901,9.471950984,9.33722723,9.148759649,9.565448548,9.758577557,9.334953362,9.445083349,
        Seychelles,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.9,0.9,0.9,0.9,1.2,0.978431842,1,1.2,1.1,0.908261882,1.017234138,0.939768696,1.097209334,1.138135,1.266926,1.299374951,1.268195594,
        Sierra Leone,1.1,1.1,0.8,0.8,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1,1,1.2,1.2,1.1,1.070114588,1.3,1.4,0.7,0.802320383,0.900153908,1.112717352,1.219994356,0.980163,1.009275,0.97721654,0.979038684,
        Singapore,58,61,66,73,79,80,96,97,102,102,105,110,108,102,113,121,127,124,138,177,180.4842312,192.6631974,191.0714877,189.5648089,187.0665216,192.878011,206.2721,210.593455,216.7640561,
        Slovakia,--,--,--,11.460717,12.121002,11.599194,11.401066,11.934192,13.165269,11.75559969,11.09076631,12.8761953,14.29905239,13.39731739,14.04187236,14.78329611,14.50049984,15.33954236,15.37494303,14.88688649,15.32783255,15.45223049,13.59261131,14.11343552,12.62533307,14.43380074,15.43651976,17.111145,17.417764,16.295697
        Slovenia,--,--,4.976171762,5.929930762,6.411067762,7.104957762,8.491334762,8.088343762,7.346726762,7.472122762,7.036621,7.246379523,7.061862762,7.308354762,7.794033762,8.044458762,8.348177762,8.318156762,9.622030762,8.036394,8.077668,8.171495,8.060838,7.73343,7.574512,7.415321,7.927034,8.102216,8.479851,8.059146
        Solomon Islands,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.16724932,0.2,0.2,0.214286572,0.209647019,0.211539064,0.223275755,0.2258028,0.224653263,0.197010078,0.322621383,0.246415362,
        Somalia,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.806957487,0.9,0.8,0.8,0.847146451,0.832532163,0.847203703,0.847098186,0.879112,0.895059,0.879181701,0.882390681,
        South Africa,54,58,60,59,60,61,62,61,65,69,66,66,69,72,73,77,79,71.5,79,78,86,92.12245666,84.07069075,92.82707721,86.8582338,96.133133,88.44822,91.486175,94.154876,
        South Korea,179.037534,218.026373,268.160877,295.298743,328.602142,357.569895,375.364478,424.012974,380.438523,407.290533,418.542715,418.567297,428.41082,432.894391,433.353427,439.786795,445.576201,469.069317,451.535041,462.346286,474.57865,482.08831,508.087552,514.749308,528.328537,557.9098,585.033844,597.246316,583.734554,578.57903
        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.427734967,1.564615172,1.618522479,1.981151,1.86916,1.633219,1.447899,
        Spain,167.032822,175.166842,181.183055,172.544014,186.904139,194.828817,198.270435,214.764445,227.509891,233.894241,245.024796,255.457426,255.236976,255.142348,254.656107,260.603337,256.776681,262.524078,251.3781,242.537782,239.09083,232.28368,216.440154,201.17778,201.947988,212.527083,217.820765,217.382119,218.879299,216.301832
        Sri Lanka,5.3,5.3,5.6,6.3,6.7,7.1,8,8.9,9,9.8,11,11,11,11,12,13,13,12.5,12,13,13.13722756,14.94851593,16.17997839,13.80491955,15.48163989,16.011113,18.196263,18.231884,17.727917,
        Sudan,3.9,5.6,5.2,4.9,4.3,4,4,4.1,4.1,4.5,6.5,7.5,8.7,9.8,11,11,12,11.5,12,18,16,15.62412973,14.09154003,14.86427836,14.89745559,16.732517,18.54373,18.613108,18.36376,
        Suriname,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.7,1.8,1.8,1.9,2,2,2.030626983,2,2.1,2.7,2.056473316,2.458005569,2.26434235,2.359134371,2.220087,2.049781,2.29878568,2.303119878,
        Sweden,51.552373,53.51803328,59.804814,58.23366376,62.426025,63.144917,67.560909,63.604063,64.307793,61.95100976,56.86383138,56.33465862,55.50378031,55.91945135,55.2313396,53.56003532,52.82492382,51.23478397,50.63039436,48.84426332,50.92801207,46.65576361,45.93942096,44.41324291,44.75941902,44.35096358,46.01399022,46.46467147,41.04338289,41.62748089
        Switzerland,38.287586,40.329638,40.827863,38.609436,38.227726,38.806836,39.356427,38.799168,40.382601,40.573184,39.363594,40.358623,38.405809,38.713581,39.158016,39.44574728,39.38061,37.29820952,38.86624252,37.76196052,38.56469152,35.59753376,36.39386552,37.07081076,34.09188576,33.10628876,33.44389276,32.832104,32.442449,33.368303
        Syria,31,26,27,31,34,34,34,35,37,39,39,39,39,39,38,39,39,38.26655186,43,47,46,44.22382405,32.59692085,20.564111,17.658437,18.245189,18.337389,18.790871,23.715995,
        Taiwan,77,78,78,87,94,107,114,113,119,113,124,110,125,133,112,116,117,88.3,105,87,103.1333983,97.3920908,93.5429664,90.03298591,90.2580031,90.2885898,94.31795337,88.60578403,89.47499071,
        Tajikistan,--,--,3,2.2,1.8,2,2.3,2.4,2.9,3.2,3.4,3.6,3.6,3.9,4.2,4.5,4.8,5.019597321,5.7,1.6,1.520435149,1.614556796,1.841528163,2.089127405,2.764257693,2.585622,2.552824,2.439876,2.627099959,
        Tanzania,2.8,2.3,2.6,2.7,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.9,3.3,3.5,3.8,4.1,4.3,4.511168693,4.9,5.3,4.9,6.61954766,8.308266093,8.930412567,8.825462975,8.011906,7.90672,7.775871,7.859459,
        Thailand,59,64,70,80,89,101,112,114,105,109,94,93,103,115,128,137,127,110.1,126,135,119.7235645,123.4891446,129.7654478,136.0963646,136.1381241,137.4269626,142.6419342,144.7046055,148.1409296,
        The Bahamas,3,2.6,2.2,2.3,2.7,3.2,3.6,3.5,4,3.6,3.5,3.4,3.4,4.2,4.3,4.9,4.9,3.333506078,5.1,3.6,3.6,2.968306614,3.44992947,3.185439519,3.112139926,2.935131,3.076548,3.664281842,3.976455895,
