Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
IDA only,IDX,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0.000282601,0.003021979,0.009852401,0.026388861,0.036251315,0.038458967,0.018912683,0.031230463,0.030958258,0.008443882,0.00014563,0.007366533,0.006223891,0.004575531,0.012022424,0.009590844,0.013411722,0.016961489,0.034085663,0.030944071,0.028702074,0.031836952,0.034368313,0.042300254,0.062116369,0.075138957,0.071228289,0.087021798,0.164884065,0.229019937,0.263930437,0.260239862,0.28425506,0.374780136,0.450378597,0.418651102,0.315156443,0.365152863,0.343387855,0.538976816,0.537574904,0.482688144,0.506977397,0.428199584,0.247085075,0.284097882,0.417553861,0.318478462,
Isle of Man,IMN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,3.82E-05,0.000339542,0.001274799,0.004134485,0.006544399,0.006716256,0.003692869,0.007356245,0.006483142,0.002678264,0,0.004988794,0.003631765,0.002007664,0.008477735,0.007179028,0.008138834,0.008869173,0.023406217,0.026097845,0.023124226,0.022986313,0.023625355,0.030989622,0.049869064,0.050309185,0.052233829,0.068946818,0.115421426,0.109298163,0.128515211,0.116864132,0.102989145,0.130296171,0.148632833,0.085956171,0.080400512,0.12132141,0.104213538,0.168701655,0.141898661,0.091860254,0.087581142,0.069161772,0.034474522,0.036948621,0.049505714,0.033988109,
Not classified,INX,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0.059725385,0.101526344,0.188317749,0.191001346,0.09160357,0.318225542,0.348391011,0.344716909,0.149110316,0.073179957,0.080226917,0.093039513,0.115679425,0.097709208,0.060153537,0.082345463,0.064128045,0.054622781,0.06044702,0.049026326,0.013643582,0.007534809,0.034615942,0.040850149,0.027809939,0.01898049,0.017917779,0.01199993,0.018699603,0.012950894,0.022257109,0.015409313,0.011855448,0.014209039,0.014377376,0.011947833,0.006412841,0.003342941,0.044410391,0.070210282,0.088774404,,
"Iran, Islamic Rep.",IRN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.017081265,0.02294124,0.029447887,0.039307272,0.060477899,0.170243777,0.148298279,0.186210013,0.142857786,0.217957706,0.119573525,0.061844054,0.012457237,0.085336377,0.087763985,0.09022239,0.066386133,0.089551271,0.096773543,0.126241302,0.243801962,,,0.310503604,0.338221297,0.358258838,0.441712453,0.576200025,0.522258817,0.53775328,1.120693015,1.297057709,1.232204724,1.125045772,1.206610836,1.691426404,2.036593156,1.968925559,2.05532995,2.110635906,1.592064233,2.284935543,2.510376024,3.391554534,3.701116276,2.694336303,1.47099163,1.718130765,2.664173653,,
Iraq,IRQ,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.012106639,0.009463802,0.010686314,0.021020349,0.023317165,0.083766414,0.091255998,0.090692585,0.095345856,,0.062159305,0.022377045,0.003882405,0.022736109,0.020091128,0.03007112,0.051255149,0.072807138,0.089954369,0.10001801,0.02851702,,,,,,,,,,,,,,0.071636103,0.120451234,0.149000981,0.276150038,0.32894048,0.391271573,0.274560966,0.29333741,0.274099299,0.295472732,0.290871168,0.230390231,0.175621695,0.181674149,0.24150038,0.180303792,
Iceland,ISL,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Israel,ISR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.000824238,0.000750015,0.000671628,0.000433099,0.000927849,0.002729725,0.00295892,0.003787009,0.004585826,0.008588501,0.017317499,0.008328985,0.000687974,0.003816665,0.003088393,0.003102716,0.001748743,0.001156115,0.000777308,0.000791027,0.000759946,0.00044233,0.000325597,0.000438818,0.000268164,0.000270841,0.00020498,0.000244234,0.000133737,0.000104427,0.000167018,0.000203829,0.000163561,0.000162136,0.022875226,0.047166335,0.080355737,0.093771602,0.114878476,0.087426615,0.079471173,0.152613603,0.098850035,0.230268389,0.236003154,0.164515741,0.094747005,0.105575545,0.148819302,0.091252933,
Italy,ITA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.007556044,0.009857402,0.011675593,0.013323762,0.053399407,0.075480328,0.082207331,0.065388803,0.064152801,0.101523451,0.107584016,0.084501384,0.029610883,0.080449291,0.086101413,0.084784514,0.057436445,0.027245472,0.02535642,0.026461208,0.032593334,0.025859379,0.017817999,0.026560305,0.022640445,0.021055897,0.023743859,0.024538273,0.009708075,0.006985021,0.038942644,0.065563358,0.044891558,0.037495757,0.026951421,0.02522557,0.041956422,0.035432559,0.047287107,0.038698774,0.032611369,0.046614685,0.054767518,0.046072603,0.030529071,0.023453433,0.012214118,0.017228169,0.023762629,0.016389407,
Jamaica,JAM,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan,JOR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01524343,0.038832046,0.03262916,0.024280153,0.034761709,0.040297113,0.045180615,0.055833295,0.066251494,0.047816025,0.039574207,0.070929952,0.0779219,0.05398941,0.059636763,0.061956594,0.072657361,0.081651883,0.072786822,0.059537564,0.055292651,0.035025819,0.051533625,0.04735087,0.04139547,0.031251832,0.019120536,0.008612892,0.008994072,0.010670581,0.013391874,
Japan,JPN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.000284804,2.52E-05,0.002142125,0.007288422,0.007268924,0.006221864,0.004445542,0.008391483,0.008142738,0.002468865,0.000334393,0.001563312,0.001906497,0.002421153,0.002361948,0.001407889,0.000863138,0.000998391,0.001739888,0.001088874,0.000718328,0.000778703,0.00085295,0.000856359,0.001172914,0.001299653,0.000912048,0.001046573,0.001889659,0.001942254,0.002074195,0.002521203,0.003043535,0.00357276,0.004597528,0.005421862,0.006036759,0.005618512,0.004171026,0.005074173,0.005020354,0.005102773,0.00590767,0.007644102,0.00447847,0.00535261,0.00729036,0.004861223,
Kazakhstan,KAZ,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889084288,0.661034756,0.418023476,0.414559392,0.255731476,0.285633251,0.309090714,0.423637292,0.156862251,0.132855928,1.271669232,2.223206272,2.01884587,1.862563151,1.081498821,1.08800271,1.358315207,1.195778092,1.854560547,2.050617021,1.204219421,1.4438817,1.438278971,1.279567717,0.999441532,0.928570407,0.813436305,1.137385038,1.645858455,1.055571027,
Kenya,KEN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyz Republic,KGZ,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0850487,0.0671524,0.055343533,0.028637651,0.02537349,0.02528726,0.01998876,0.015890399,0.00529046,0.003992956,0.024718415,0.050586287,0.024171894,0.058413745,0.047685966,0.045675169,0.06582954,0.038541991,0.060553342,0.034500173,0.021242586,0.020033952,0.060745456,0.041529,0.004666855,0.00334543,0.001776243,0.002367583,0.003229482,0.002297495,
Cambodia,KHM,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kiribati,KIR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Kitts and Nevis,KNA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Korea, Rep.",KOR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842904,0.00269961,0.002409435,0.001878653,0.001611983,0.004158943,0.00318851,0.003211185,0.003169465,0.002902947,0.002174265,0.001522319,0.000776889,0.00179324,0.002732132,0.001669325,
Kuwait,KWT,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.036112179,0.019198727,0.02352304,0.041357294,0.045769813,0.164282638,0.203334496,0.301590466,0.36527455,,0.335899571,0.223986993,0.03761524,0.31776478,0.303966973,0.31230617,0.453599999,0.21391557,0.302368201,0.31060274,0.265944048,0.04811851,0.1169526,0.25775421,0.211439506,0.351365702,0.39815759,0.48355812,0.450157685,0.316618836,0.527217711,0.679999069,0.461922373,0.438986879,0.43881481,0.573333086,0.598072,0.544694945,0.561398755,0.666937956,0.520089012,0.733369886,0.811119207,0.881734593,0.801283169,0.792289662,0.463033528,0.469147144,0.608042207,0.514482932,
Latin America & Caribbean (excluding high income),LAC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.014825813,0.013680435,0.010357377,0.009719198,0.016439863,0.034910174,0.026872279,0.01011305,0.013458978,0.054021451,0.0963954,0.074024439,0.037098844,0.116303266,0.10007788,0.100612399,0.088523049,0.060071531,0.057927926,0.06738309,0.066005912,0.053113418,0.050052604,0.051615233,0.039641292,0.039324427,0.046841941,0.049706792,0.044893724,0.063942862,0.090429286,0.097234186,0.107663159,0.112796778,0.114629223,0.129360609,0.145769182,0.134415366,0.139284661,0.16573215,0.11120133,0.150790275,0.178028421,0.185197613,0.136316408,0.097079952,0.062109734,0.076859969,0.128445037,0.098438533,
Lao PDR,LAO,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lebanon,LBN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liberia,LBR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Libya,LBY,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250856065,0.216777058,0.177136329,0.236211535,0.196570104,0.255583679,0.3103646,0.338908307,0.287135342,0.158684839,0.318202944,0.452432094,0.582550703,0.440102472,0.582287566,0.899087027,1.174886265,1.255081911,1.188859842,1.551714957,1.150507502,1.889985636,1.356144117,1.839752535,2.623979274,2.236473204,1.107350098,0.795356991,0.798707444,0.681858948,
St. Lucia,LCA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Latin America & Caribbean,LCN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.019763088,0.018127369,0.013512122,0.012846984,0.021707758,0.046494613,0.038274874,0.014429327,0.018327013,0.071239355,0.122914754,0.092176918,0.04527218,0.138982023,0.123376498,0.124300671,0.112681014,0.077244394,0.073828137,0.088476492,0.09141698,0.073283254,0.067310304,0.071006502,0.055655441,0.055247133,0.066281059,0.06958978,0.061583795,0.081868331,0.116306901,0.126212611,0.140605002,0.147305797,0.148786776,0.166363696,0.192590327,0.179892925,0.179975414,0.209160507,0.142555415,0.195120177,0.226548768,0.232958611,0.168984718,0.110114098,0.068526518,0.085502342,0.144417122,0.115760623,
Least developed countries: UN classification,LDC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0.000368279,0.0038619,0.012679035,0.02765286,0.048437513,0.050846899,0.02491162,0.040202713,0.042437505,0.011456612,0.000364236,0.010038986,0.007533548,0.004643353,0.011581415,0.009620906,0.010609445,0.010061721,0.025235891,0.022791392,0.022186027,0.023471767,0.029644282,0.035445633,0.053002379,0.049450004,0.047722089,0.069424547,0.133572848,0.197030881,0.249028871,0.24391141,0.276223994,0.350327825,0.42151126,0.389797173,0.30593703,0.367510453,0.340496716,0.523708662,0.513020684,0.471334914,0.486425684,0.523457936,0.308894883,0.347544768,0.578134059,0.433537804,
Low income,LIC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,0.016616724,0.050671538,0.052122445,0.050376217,0.025543053,0.041090448,0.033755141,0.009787236,0.000168425,0.001975868,0.003187629,0.003817751,0.007813753,0.005035089,0.011139653,0.018735505,0.028493871,0.02966539,0.028048984,0.034999279,0.034468166,0.043340688,0.056649068,0.091756376,0.087856109,0.077233143,0.117160836,0.15450984,0.122390419,0.119652381,0.142009484,0.198251403,0.240296838,0.218791112,0.104512873,0.110886797,0.222499454,0.45584279,0.440458862,0.473117565,0.414383545,0.163737838,0.078493463,0.108828939,0.181527781,0.09400001,
Liechtenstein,LIE,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lower middle income,LMC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.00258466,0.002663462,0.004624932,0.00839174,0.019664872,0.059564337,0.066270487,0.087562528,0.101898396,0.238768956,0.215252179,0.081459041,0.01548981,0.129787814,0.143604265,0.161617284,0.179621086,0.178340274,0.160672777,0.183228052,0.349596002,0.296098459,0.237335782,0.287371709,0.263468845,0.271029875,0.335382577,0.364816058,0.285797795,0.306679114,0.644982833,0.79558146,0.678480583,0.697611428,0.684998529,0.803914723,0.960555476,0.8684432,0.969460483,0.937292118,0.69299342,1.009705311,1.02161887,0.970644517,0.916115471,0.721099903,0.409035882,0.474527599,0.712371712,0.449185497,
Low & middle income,LMY,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.005801008,0.005477607,0.00520013,0.006126564,0.0159551,0.04703873,0.04994964,0.052300184,0.06293872,0.143544469,0.148579185,0.067406623,0.019661939,0.096831508,0.101715318,0.114195892,0.134307188,0.181710273,0.396765969,0.417218058,0.583781397,0.452480287,0.337251293,0.369652692,0.288613052,0.269760556,0.314922399,0.302749106,0.177291017,0.190216904,0.533882073,0.80999083,0.666813617,0.686042599,0.590031249,0.593433659,0.82056214,0.734653507,0.883611616,0.773237618,0.562342756,0.765432424,0.754052551,0.69405012,0.572749366,0.476608852,0.29148258,0.367266551,0.553221458,0.392142365,
Lesotho,LSO,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Late-demographic dividend,LTE,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.003128283,0.00291852,0.003232828,0.002987595,0.017444875,0.066242934,0.076176973,0.078980303,0.101405576,0.131732244,0.214056337,0.090008522,0.019461032,0.106496487,0.120751745,0.134838228,0.167758839,0.157161259,0.58627297,0.597360334,0.840087119,0.641267699,0.478791429,0.514046934,0.385083937,0.322897515,0.364633261,0.351638073,0.185478892,0.191038276,0.627260905,0.993768554,0.772147373,0.784937351,0.654531131,0.628730652,0.898090038,0.792930027,0.957763895,0.834445579,0.615483102,0.811732714,0.801983682,0.739460243,0.582536911,0.495506546,0.305911257,0.3868637,0.573770938,0.452617545,
Lithuania,LTU,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luxembourg,LUX,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Latvia,LVA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Macao SAR, China",MAC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Martin (French part),MAF,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.000176316,0.000108567,0.000109662,0.000169043,0.000336471,0.000842342,0.000786317,0.001930191,0.002866951,0.005904851,0.007518646,0.005953684,0.001044403,0.008994194,0.005690592,0.008869178,0.00608968,0.00269145,0.002111562,0.002067893,0.002162131,0.001252391,0.000627542,0.001053851,0.000730357,0.000526974,0.000627363,0.001976553,0.001453042,0.001292145,0.002633216,0.003595242,0.002653242,0.001987411,0.001976978,0.002961115,0.004214806,0.003926058,0.004152795,0.003896138,0.00337404,0.005506316,0.007199676,0.006852762,0.005780828,0.004806765,0.002049822,0.001809373,0.001700563,0.000870844,
Monaco,MCO,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000217723,0.000265254,0.000218177,9.49E-05,9.95E-05,0.000452541,0.000687314,0.000443689,0.000378643,0.000238339,0.000301142,0.000326852,0.000212836,0.000304638,0.000454659,9.99E-05,0.00010038,0.000178601,0.00015705,8.11E-05,7.18E-05,5.72E-05,7.37E-05,5.57E-05,0,
Madagascar,MDG,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Maldives,MDV,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Middle East & North Africa,MEA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.014255609,0.01190269,0.014713653,0.024365625,0.034967266,0.107111155,0.102781585,0.142023104,0.170720266,0.29935454,0.253465911,0.137312918,0.029745113,0.25364102,0.26587332,0.301171664,0.298371706,0.257749301,0.261353638,0.283330839,0.285986823,0.400097364,0.326215012,0.420663547,0.336442378,0.340510536,0.422327457,0.524637735,0.448673156,0.409249117,0.747357995,0.94856996,0.833447381,0.812205427,0.833646157,1.166755973,1.387387883,1.417624095,1.436066011,1.569488391,1.237658795,1.81393645,1.892719231,2.017888726,1.885734528,1.352453918,0.765570674,0.868639425,1.157270102,0.749838899,
Mexico,MEX,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.032469902,0.033029709,0.023810574,0.023629782,0.039742318,0.074231314,0.062200103,0.027685253,0.035766421,0.139589781,0.195262669,0.13144522,0.086088694,0.266858639,0.190389857,0.183886205,0.216219784,0.144410305,0.120103787,0.11929136,0.125216066,0.100606355,0.074146988,0.064137025,0.053403567,0.076421783,0.089938198,0.088187519,0.075520158,0.079250458,0.102128223,0.097597914,0.09499062,0.104079212,0.107365888,0.130104689,0.16135749,0.167582584,0.183588214,0.288101903,0.175582484,0.231975775,0.252489574,0.243329234,0.170072947,0.108734076,0.06664816,0.074632988,0.105379943,0.071952524,
Marshall Islands,MHL,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.00586011,0.005627529,0.005325123,0.006156266,0.015938047,0.046940169,0.049891302,0.052354701,0.06403673,0.146288017,0.152400991,0.069360903,0.020318272,0.100022959,0.104867216,0.11767138,0.138527815,0.187615973,0.406356654,0.426601477,0.596297144,0.462894437,0.344067531,0.376565853,0.29261866,0.273350238,0.318873474,0.306011111,0.178720584,0.192082,0.541720363,0.821379034,0.677131634,0.696550069,0.59810665,0.600428783,0.830690706,0.743525948,0.895616,0.784019491,0.567470711,0.76961561,0.758129146,0.697008864,0.574971909,0.481229731,0.29434624,0.370529662,0.557791776,0.395749284,
North Macedonia,MKD,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mali,MLI,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malta,MLT,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Myanmar,MMR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.255530656,3.257357956,3.419199491,3.249984691,4.255755751,4.900919764,4.724695825,3.913072343,2.841942757,2.302709182,1.587444256,1.775915998,1.853363018,1.752116126,2.420501874,3.212775949,1.967935692,2.109283175,3.304634288,2.454162128,
Middle East & North Africa (excluding high income),MNA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.010902379,0.011460546,0.014822313,0.024820695,0.04368687,0.128062556,0.128914206,0.159811598,0.170082936,0.377563134,0.229739336,0.132519572,0.027391589,0.24172944,0.222619804,0.241218493,0.202064793,0.197626688,0.204032306,0.233362456,0.234774715,0.433861334,0.35096206,0.421720626,0.335054794,0.391299287,0.483547415,0.615868067,0.51156508,0.488261035,0.93984239,1.131424162,1.030997076,1.00154515,0.989821097,1.385056183,1.669524275,1.634862441,1.656970348,1.683439978,1.274181281,1.855023906,1.869343654,2.070907769,2.004149253,1.36747198,0.78427529,0.974577652,1.297900885,0.648160892,
Montenegro,MNE,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mongolia,MNG,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern Mariana Islands,MNP,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mozambique,MOZ,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.45E-05,4.37E-05,4.00E-05,8.61E-05,7.86E-05,7.77E-05,6.45E-05,0.000110168,0.00042217,0.000757065,0.001363436,0.001448561,0.653480702,1.177224572,1.808978471,1.847313135,2.117183682,2.0401362,2.93769619,4.300659098,4.319667752,3.916125121,4.023914997,2.930225131,2.171473249,2.828076003,4.399456686,2.282800429,
Mauritania,MRT,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mauritius,MUS,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malawi,MWI,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
