Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cyprus,CYP,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Czech Republic,CZE,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015025323,0.017537003,0.007146414,0.009227192,0.006669897,0.005533629,0.005714166,0.005594628,0.002214147,0.001812344,0.009876581,0.012154135,0.007334415,0.007498038,0.00684507,0.005875192,0.00945098,0.009372389,0.011271702,0.012575737,0.01083548,0.014153716,0.018458282,0.016831527,0.012662647,0.009397376,0.004933604,0.007140406,0.008930368,0.005800802,
Germany,DEU,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.003790284,0.005675125,0.007376979,0.00793424,0.033661271,0.047984459,0.04672055,0.041786061,0.042092268,0.071776713,0.083660478,0.0643558,0.01971616,0.068989493,0.072015692,0.066729393,0.032765313,0.017259481,0.015077864,0.016807529,0.020010041,0.01617632,0.010056439,0.011635611,0.009555674,0.008458098,0.011937215,0.013337122,0.005279985,0.004439595,0.025375871,0.047991287,0.034959093,0.032865201,0.023834927,0.023516686,0.042372566,0.036799821,0.047037251,0.041677223,0.028470768,0.037105666,0.037408313,0.030864859,0.020145591,0.014966727,0.008301814,0.0110988,0.013390154,0.009810099,
Djibouti,DJI,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dominica,DMA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Denmark,DNK,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,1.34E-06,2.45E-06,5.92E-06,1.44E-05,9.21E-06,1.64E-05,1.42E-05,2.58E-05,3.19E-05,0.001104224,0.000595973,0.002315951,0.016725796,0.064270563,0.064553513,0.038904332,0.037435619,0.047861891,0.061087892,0.063431911,0.0420531,0.0560889,0.046470212,0.042724198,0.064426753,0.086505344,0.033733002,0.026599131,0.162843697,0.311360164,0.223613228,0.189072518,0.17059479,0.18548517,0.330409524,0.281287693,0.424208257,0.336136371,0.256148345,0.294155484,0.284211284,0.215644711,0.146645669,0.11811415,0.06956588,0.108493164,0.128004322,0.064999336,
Dominican Republic,DOM,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Algeria,DZA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.026879942,0.018864089,0.0213375,0.041902813,0.08085906,0.25596792,0.317976889,0.376729628,0.550828553,1.314461149,0.905273336,0.508089345,0.119872642,1.183298326,1.003660108,1.081553105,0.894388088,0.680313326,0.734270278,0.850644573,1.024939141,1.360281372,1.127533521,1.409756555,1.176010238,1.595914467,1.972543228,2.589914321,2.154353405,2.140681597,3.656211628,4.152147858,3.336012867,3.059541646,2.717436151,3.262057531,3.578836376,3.534383898,3.312810951,3.613231067,2.586460975,3.49352532,3.595131449,3.748964969,3.42175563,2.765283628,1.761869081,1.904457567,2.715190245,1.897719967,
East Asia & Pacific (excluding high income),EAP,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.001347056,0.000158591,0.016318262,0.068025107,0.081930348,0.093925572,0.154460183,0.353337764,0.390142872,0.123001691,0.015710995,0.089753438,0.135195434,0.168619329,0.290316138,0.220781258,0.165056925,0.193101619,0.299872487,0.210277076,0.143541893,0.165566894,0.18407193,0.170280115,0.208722416,0.21431581,0.152374269,0.191232868,0.333079435,0.2921975,0.26625813,0.316639716,0.361665815,0.376585006,0.369372486,0.33227601,0.346143951,0.328347912,0.252578499,0.277310102,0.267150796,0.23411333,0.26557874,0.321507718,0.200780288,0.21222742,0.349669333,0.26151295,
Early-demographic dividend,EAR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.012916727,0.011700547,0.010098249,0.012006072,0.022186222,0.058518841,0.058456532,0.060909502,0.073182276,0.175884057,0.195674661,0.104064602,0.034967726,0.156949396,0.164691674,0.183143178,0.201067834,0.236510811,0.219943226,0.249361707,0.35870881,0.212984627,0.179575162,0.22995549,0.188882015,0.201092566,0.251486369,0.255697022,0.196146212,0.208626771,0.409493886,0.524493525,0.488834613,0.501439033,0.48350321,0.576720892,0.716485609,0.674580896,0.759402285,0.731821564,0.531412493,0.774144141,0.802759891,0.790060423,0.706378101,0.547152584,0.318657628,0.364489063,0.537571134,0.308213496,
East Asia & Pacific,EAS,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.000787129,9.11E-05,0.009536988,0.039560621,0.046747809,0.046772422,0.048597506,0.094159035,0.130493501,0.041410621,0.005624338,0.030107932,0.0424406,0.055393258,0.071566014,0.04485233,0.030403264,0.037328187,0.060857309,0.039810019,0.027983301,0.031441682,0.037003769,0.037445197,0.053054556,0.057801806,0.041733356,0.051149688,0.089859181,0.090679446,0.088248479,0.106944808,0.12555635,0.140374215,0.156474699,0.158736901,0.178687054,0.180353876,0.145296748,0.168156293,0.169622001,0.161479565,0.192209634,0.245263299,0.157527906,0.175082777,0.303506677,0.236938587,
Europe & Central Asia (excluding high income),ECA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,8.61E-05,0.000157312,0.000192345,0.000221694,0.000797736,0.001155936,0.001439811,0.002118475,0.002801026,0.004146028,0.010011074,0.005574978,0.00116904,0.0058555,0.016149307,0.015073437,0.024196143,0.93664479,1.310746855,1.434835664,2.050042659,1.751094036,1.264040702,1.464044612,1.289404249,1.161692607,1.389820865,1.255761914,0.564737345,0.527126218,2.606250876,4.886107779,3.38058682,3.04702314,2.068302665,1.732162668,2.778786993,2.349182057,2.983473306,2.891423295,2.05997068,2.721989274,2.628202408,2.420792149,1.827716156,1.645973079,1.070586648,1.555642265,2.3057712,1.70668186,
Europe & Central Asia,ECS,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.006131772,0.009915193,0.013673794,0.015746785,0.072569492,0.10892109,0.110563273,0.096740526,0.097476367,0.170817842,0.199708817,0.138577586,0.045255206,0.151815064,0.160142281,0.158417391,0.096863523,0.082772344,0.186695211,0.197547662,0.2606244,0.194036249,0.131027524,0.165515517,0.12641202,0.10954999,0.136441435,0.137656665,0.056041738,0.044593937,0.262041054,0.485115162,0.35310063,0.326797328,0.253413837,0.247644102,0.442744602,0.408468971,0.588746362,0.520101867,0.424690377,0.59922209,0.642583509,0.594107593,0.410100046,0.327067787,0.20423384,0.311267256,0.43566904,0.39874323,
Ecuador,ECU,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.007466927,0.003119178,0.00152619,0.007096956,0.008223143,0.008381597,0.006432413,0.003232632,0.005170558,0.006147529,0.009508912,0.006654863,0.005979435,0.006495555,0.004606402,0.005105279,0.005898908,0.004759718,0.004023272,0.006790645,0.015062472,0.013279318,0.006891339,0.008966633,0.009509737,0.016699183,0.019818273,0.018859473,0.017080697,0.020584143,0.017577685,0.017432915,0.038731043,0.037211714,0.028570912,0.015796928,0.010725317,0.012587492,0.015982953,0.014013971,
"Egypt, Arab Rep.",EGY,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.000542885,0.000352372,0.000326914,0.000457383,0.001347023,0.002653411,0.019950337,0.032778518,0.060671669,0.138661166,0.240850911,0.133794052,0.02160627,0.168283108,0.180674997,0.20390969,0.197699749,0.157390463,0.183347783,0.182533991,0.222490948,0.260969869,0.21072518,0.279635134,0.207869313,0.216773609,0.268599718,0.278161178,0.205709505,0.205993559,0.441371159,0.659462569,0.657015112,0.798257769,1.015491529,1.809975834,2.524763856,2.398773658,2.390897489,2.065487897,1.451492271,2.202660562,2.011148569,1.854108108,1.402625687,0.730696582,0.373454033,0.72172578,1.190108508,0.806637056,
Euro area,EMU,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.007102418,0.010802252,0.01427337,0.016280297,0.073558233,0.111006185,0.111946734,0.093936896,0.088044692,0.15128786,0.178126053,0.124834094,0.038944559,0.130851967,0.137917664,0.134689686,0.075105005,0.036142852,0.030547533,0.034196145,0.041791453,0.036396857,0.02329023,0.029346292,0.022690407,0.019931435,0.026986993,0.027157519,0.010367752,0.007634807,0.043267133,0.081348084,0.057193004,0.048899315,0.040892248,0.037462412,0.066396623,0.058919156,0.088276892,0.076788139,0.067128767,0.0885776,0.098224885,0.092077951,0.055253485,0.035198323,0.021323191,0.02801824,0.033465455,,
Eritrea,ERI,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Spain,ESP,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,2.48E-06,2.11E-06,2.74E-06,3.00E-06,1.86E-06,5.60E-07,1.74E-05,0.002725472,0.00396941,0.003414194,0.003069915,0.003306075,0.005300173,0.00567117,0.004215859,0.00248448,0.001745511,0.000446577,0.000184334,0.000422231,0.000438723,0.000111204,0.000110996,0.000763849,0.004298347,0.002999694,0.001203649,0.001254671,0.000545962,0.000383843,0.000109294,0.000134511,0.000111189,0.00035248,0.000458087,0.000612071,0.000620976,0.000185588,0.000380474,0.000204402,0.000146365,0.000199785,,
Estonia,EST,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ethiopia,ETH,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
European Union,EUU,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.006501102,0.009913018,0.013110708,0.014998729,0.067838937,0.101874633,0.102405289,0.086858017,0.08182311,0.140890868,0.16520709,0.115429523,0.036152073,0.121823629,0.128154154,0.126218432,0.071371429,0.044141646,0.037987634,0.040942012,0.050333546,0.043733107,0.027423618,0.034665772,0.02644085,0.023362814,0.030915015,0.031466073,0.011956879,0.008893691,0.050692293,0.095152105,0.066943101,0.057517048,0.047857013,0.044676704,0.079361251,0.069896871,0.1021185,0.090249301,0.076150431,0.100393721,0.109952087,0.100832653,0.062577702,0.042102407,0.025067085,0.034221877,0.041992262,0.037819226,
Fragile and conflict affected situations,FCS,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.026508348,0.02211084,0.015845402,0.019885193,0.031446865,0.071309143,0.069046555,0.044388331,0.043606218,0.107455006,0.127170717,0.064600999,0.028450769,0.092436364,0.098975603,0.101959568,0.114791288,0.090633117,0.094659626,0.132471226,0.110869571,0.171381243,0.152050599,0.214617821,0.193734352,0.200155423,0.259262661,0.266289028,0.208982401,0.193406308,0.351120205,0.48046885,0.466140054,0.504178672,0.467307463,0.503392067,0.634963123,0.692645725,0.688354618,0.643391916,0.566899663,1.022502932,0.980461478,0.883526318,0.844060752,0.881938787,0.545296761,0.715521288,1.129103501,0.867379171,
Finland,FIN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fiji,FJI,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
France,FRA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.003448302,0.004516461,0.004961179,0.004898963,0.020891418,0.027206612,0.02541279,0.025901072,0.025896706,0.042688923,0.050150895,0.034006758,0.011247457,0.037309789,0.037371979,0.030043914,0.014497061,0.00646484,0.004937444,0.005043547,0.006043675,0.005709996,0.003522366,0.004368807,0.003525706,0.002932599,0.003171265,0.003118621,0.001067871,0.000753854,0.003984027,0.00741399,0.005096915,0.003986751,0.002643923,0.002163227,0.004576851,0.003743954,0.004620321,0.004074167,0.002745169,0.003032418,0.003034408,0.001781146,5.50E-05,6.77E-05,3.91E-05,4.51E-05,3.44E-05,,
Faroe Islands,FRO,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Micronesia, Fed. Sts.",FSM,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gabon,GAB,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.001281532,0.001744101,0.002081094,0.001927569,0.003292279,0.037399118,0.016625386,0.020061356,0.021370183,0.040509764,0.015342855,0.006833078,0.00182068,0.020949233,0.019133493,0.007667545,0.004290957,0.012175367,0.008412033,0.008329831,0.005300432,0.013284973,0.010035207,0.016779528,0.016441992,0.014303951,0.015435013,0.017042338,0.013596384,0.021282404,0.036421917,0.047167292,0.04823408,0.044860964,0.04622909,0.045510316,0.058602251,0.04470471,0.044131362,0.053062339,0.054832753,0.068457899,0.406529126,0.303484258,0.383633298,0.243212149,0.135907706,0.164239537,0.276448761,0.065772365,
United Kingdom,GBR,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.005706623,0.011777111,0.019282267,0.023591522,0.121341948,0.182288345,0.20068889,0.192709826,0.173647444,0.271907963,0.27727722,0.182819141,0.066051077,0.225085094,0.233329393,0.242534203,0.177574774,0.08737997,0.069811543,0.071385924,0.102748896,0.091075579,0.062720696,0.092595693,0.076718318,0.071804637,0.101876948,0.095003184,0.038672595,0.032158801,0.191025157,0.353454204,0.247177192,0.232651387,0.163169414,0.147148176,0.239423211,0.204749088,0.320384694,0.282041078,0.203337074,0.230048138,0.202080912,0.177737727,0.11826564,0.092685814,0.06441101,0.100689942,0.135656775,0.099524061,
Georgia,GEO,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050232406,0.040916263,0.007053374,0.05330268,0.042142046,0.034866229,0.033438523,0.026392751,0.010524546,0.010428647,0.051105036,0.090711535,0.014717009,0.020601595,0.014145413,0.008828424,0.009465292,0.017275842,0.022218645,0.01744364,0.00660969,0.005213643,0.005432462,0.003970006,0.002928236,0.025558473,0.010836751,0.010619244,0.009997192,0.005112192,
Ghana,GHA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0.000258425,0.003156666,0.00579153,0.004237796,0.001526179,0.007653385,0.008072812,0.009122662,0.009321144,0.00787706,0.006196801,0.006145652,0.004494176,0.006557389,0.004514714,0.005384458,0.004704197,0.003465279,0.00340917,0.002368939,0.000982238,0.001038795,0.002514778,0.002023169,0.001128607,0.000693769,0.000443489,0.0002976,0.000145549,9.24E-05,6.64E-05,4.57E-05,3.03E-05,3.02E-05,2.44E-05,1.49E-05,0.015493504,0.136265301,0.058143645,0.113483269,0.172356732,0.226475085,
Gibraltar,GIB,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gambia, The",GMB,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,GNB,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Equatorial Guinea,GNQ,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032861597,0.031961249,,,,,,,0.778996736,1.551432498,2.594384535,3.358531992,4.073403652,5.725553803,5.155899163,5.022430203,4.698478965,4.346742938,2.606051716,3.642418662,5.366088163,6.852321441,
Greece,GRC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.000875044,0.001099811,0.003644502,0.004106548,0.003896061,0.003857604,0.002186285,0.002299822,0.002355827,0.002857631,0.002214227,0.001400273,0.001210776,0.000440517,0.000346503,0.000446505,0.00044596,0.000161682,7.66E-06,0.000808217,0.001407324,0.001023586,0.000620091,0.000425174,0.000273435,0.00068335,0.000580418,0.000531967,0.000387624,0.000212753,0.000289694,0.000356535,0.000350602,0.000213737,0.000142173,0.000200637,0.00026363,0.000517716,0,
Grenada,GRD,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greenland,GRL,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Guatemala,GTM,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007171714,0.007273072,
Guam,GUM,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Guyana,GUY,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
High income,HIC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.006776709,0.012339806,0.025643903,0.061431719,0.485474802,0.414323834,0.412863151,0.390212898,0.330472901,0.797819223,0.76013388,0.476968781,0.100333519,0.31364052,0.341504232,0.29165589,0.102300071,0.147684995,0.103066372,0.107859852,0.106051513,0.088524712,0.105665957,0.147165933,0.115493695,0.076161493,0.141523251,0.138242965,0.09430543,0.118517026,0.275893185,0.312102864,0.180637486,0.248029173,0.308152769,0.334827639,0.289909141,0.250299733,0.353340873,0.149583232,0.105533483,0.150486002,0.166795481,0.16440782,0.139005851,0.106184025,0.06480917,0.081434473,0.137029181,0.114313394,
"Hong Kong SAR, China",HKG,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Honduras,HND,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Heavily indebted poor countries (HIPC),HPC,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0.000222127,0.004715425,0.009425006,0.022156559,0.050296344,0.054940555,0.041426215,0.023970323,,0.061869879,0.039469361,0.015123527,0.041031205,0.033983198,0.033368985,0.026369453,0.017968501,0.018388437,0.025320775,0.029358378,0.027491679,0.023249326,0.025765746,0.027746288,0.023839315,0.029784142,0.027832394,0.023032241,0.027669679,0.054586869,0.084849195,0.085871317,0.087069967,0.129410426,0.185642341,0.223588188,0.220696616,0.232033707,0.216223118,0.236462209,0.379448007,0.435668622,0.422573042,0.367926013,0.240051469,0.13739992,0.18709337,0.312136774,0.206801491,
Croatia,HRV,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119832722,0.129419945,0.125184157,0.043827556,0.036389321,0.225868738,0.481559034,0.339359979,0.295246626,0.218032177,0.214885839,0.440695999,0.427380808,0.519501559,0.503729863,0.415183534,0.550533375,0.520721676,0.448180003,0.31332315,0.256292426,0.142559739,0.183550395,0.205225632,0.138545914,
Haiti,HTI,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hungary,HUN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.281053467,0.165525924,0.194323591,0.145397191,0.137157857,0.163309936,0.151317804,0.053187021,0.036038688,0.189066031,0.311537354,0.183051297,0.153406382,0.114966699,0.107842149,0.206624666,0.155643389,0.210912821,0.251124832,0.190300172,0.255974898,0.2480296,0.197335246,0.127724569,0.094424334,0.059755636,0.081731988,0.112268027,0.074163602,
IBRD only,IBD,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.008817238,0.008568139,0.007421768,0.00799316,0.019016407,0.05432273,0.056002533,0.053767549,0.068041861,0.160082786,0.173610039,0.088603038,0.028382223,0.121522204,0.125220498,0.138743808,0.15779529,0.206206449,0.430236109,0.453626091,0.595736205,0.459892808,0.339601984,0.370273178,0.286189566,0.264934429,0.308636328,0.296401145,0.175167839,0.187872151,0.513412517,0.77001605,0.642733117,0.660340926,0.565074817,0.564313965,0.779855218,0.697669711,0.840149655,0.737838164,0.530668386,0.711559021,0.703979968,0.653971961,0.526529065,0.442664091,0.272705419,0.342850877,0.514543543,0.363761478,
IDA & IBRD total,IBT,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.008055426,0.007643348,0.006715433,0.007614952,0.018270646,0.051566868,0.054014194,0.052567398,0.063345618,0.147647125,0.158733072,0.07639914,0.024239547,0.107956196,0.112107169,0.124019459,0.143005566,0.185821915,0.394741749,0.41847506,0.575372949,0.443565919,0.329302779,0.362479009,0.283721353,0.262791507,0.307091902,0.295979478,0.175101676,0.187948037,0.516949444,0.778113987,0.646710443,0.666389475,0.573117133,0.576421401,0.795761118,0.713094305,0.850880258,0.751235939,0.547067231,0.749166333,0.740398039,0.683108173,0.560174211,0.468972667,0.286574549,0.361091548,0.543552348,0.387535779,
IDA total,IDA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,9.35E-05,0.000464069,0.003793843,0.01146923,0.028949209,0.036824243,0.041663308,0.022634332,0.039455514,0.047812289,0.010807398,0.000572451,0.016481985,0.014314102,0.010812985,0.023915054,0.019112731,0.021309268,0.025596652,0.342457477,0.267548424,0.213444839,0.262603162,0.24728516,0.231745337,0.284803215,0.289755069,0.174167542,0.188957652,0.561860051,0.884617869,0.694639817,0.740291965,0.673588866,0.730781465,0.995400842,0.917534638,0.997947849,0.931449909,0.779871693,1.310135468,1.279017008,1.096155472,1.021376814,0.806185189,0.471071385,0.619883132,0.957435573,0.715753249,
IDA blend,IDB,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.000108692,0.000206686,0.000655245,0.004728932,0.013264646,0.032001227,0.037320931,0.044580172,0.026332648,0.04675609,0.064663713,0.012138213,0.000827273,0.023393482,0.021563194,0.016722532,0.037542378,0.030694384,0.031101855,0.036573563,0.708378798,0.553422687,0.42642322,0.569150989,0.502026048,0.452691875,0.541396333,0.543271953,0.302156331,0.313014593,1.04168413,1.650349576,1.201134531,1.308335258,1.102323951,1.096395451,1.513701156,1.411707213,1.647393214,1.530170029,1.223763866,2.060657025,1.956201798,1.674516839,1.502636293,1.179978558,0.711793217,1.014064155,1.604842842,1.19742349,
Indonesia,IDN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.003293603,0.000395928,0.02451639,0.106260141,0.095975723,0.176149013,0.321261059,1.002694219,1.009140924,0.305675023,0.038186428,0.241600437,0.396964382,0.556020415,0.955236881,0.750033491,0.570824856,0.642622507,0.973363795,0.665156835,0.466796691,0.470948243,0.581152614,0.564398264,0.660493375,0.692834648,0.99649963,0.949263612,1.433978027,1.315836683,1.082977439,1.214871863,1.321725652,1.306953697,1.143395892,0.998848811,1.090601926,1.081960696,0.74232093,0.785798131,0.757303327,0.698115096,0.821055212,1.003057093,0.582650916,0.582401165,1.032393392,0.659793033,
