,Country,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
67,Croatia,HRV,53.763959729999996,55.0634924,56.07028245,56.95683360999998,58.014550029999995,59.987941930000005,60.8251558,61.77329025,62.01581766999999,63.46040016,63.72739451,63.64796634000001,64.32920579,64.51923944,65.58374371,65.98980361,66.80567371,67.88343297,69.00512159,71.14349792,71.40469516,71.47171850000001,72.41907946,72.28545864,73.57697909,72.93728847941502
68,Haiti,HTI,85.06189379999999,85.43300874,84.55978425,86.15562457,86.85399375,88.05593925,89.44904115,89.30314855,90.06428158,91.79905469,92.51571911,92.52159191,91.45913918,92.00226307,93.27692993,90.91552416,90.97299115,90.9317823,89.92434427,88.88512334,90.00309943,88.32246225,86.85564461,86.27790247,84.43758716,85.34281977
69,Hungary,HUN,28.639913790000005,27.83866606999999,29.763854589999998,30.04565618,29.982114219999996,29.289170950000003,30.73641907,29.75087974,28.025357080000003,24.467962460000003,22.62222591,22.89112189,23.08597581,22.873787600000004,24.08945105,23.65901196,19.71346012,16.15127411,13.167049869999998,12.170354329999999,11.51979151,10.25495259,10.3307143,10.40420687,10.92848727,11.28886875
70,Indonesia,IDN,97.00507659,97.02558513,97.15457349,97.11977185,97.23903624,97.26433977,97.25290474,97.30751240000001,97.15872967,97.16622168,97.20731488,97.15410338,96.91014223,96.92671059999999,96.66153647,96.62279159,96.95279432,97.07304487,96.53851268,96.39583377,96.35144842,96.48398605,96.6586088,96.57471452,91.74963606,97.38212413
71,India,IND,93.43818883,92.89537208,92.58124189,92.27029006,92.08793745,93.02465207,92.61465541,92.44346418,92.28589095,91.84137185,91.73009539,91.40342479,91.03586734,90.21611170000001,90.40624236,89.80144618,89.19087872,88.18304312,86.84215309999999,84.85132567,84.62877402,84.46479721,82.20135574,79.96433459,78.58642262,79.94845474
72,Ireland,IRL,82.59663876,82.63879671,83.53538021,83.98332316,83.86518635,84.90323689,85.25520123,84.87780925,86.69319415,86.64970853,84.55707037,86.91941096,88.97377256,89.34119113,89.03311744,88.91524035,90.11589565,90.32654003,85.97681496,82.31687106,82.65261778,82.49309604,80.82174271,81.40787349,80.97134481,80.39605211449211
73,Iceland,ISL,98.13195698,98.19656571,98.52817198,98.45020586,98.46758004,98.55367271,98.58591983,98.57261674,98.56278640000001,98.53940472000001,98.45594069999999,98.00084863,97.98188052,96.96364962,97.67449453,97.89825814,97.89538437,98.41011895,98.00535381999998,97.96266522,97.34740255,95.99311455,97.32109121000002,97.61826839,97.60844665,95.17430999747894
74,Israel,ISR,84.55205339,83.88476789,83.95401954,82.42967512,82.68251329,81.47549791,81.21932811,80.35858715,79.39872966,80.61843812,80.67376563,80.60163834,81.83018977,84.31138174,82.70647334,81.61186176,81.4531167,83.48271492,83.21545458,81.22805604,80.91095442,89.76594207,94.62155285,94.63330153,94.4074689,93.02645511
75,Italy,ITA,96.95140293,97.24331096000002,97.55977451,98.09382002,96.58277851,97.26043248000002,97.19461595,97.37035735999999,97.63797078,97.61159254,97.25212234,97.48459332,97.93442453,98.51095824,98.96164693,98.67108722,98.84731326,98.8877292,98.94660379999998,99.05367535999999,98.78505276,98.93383169000002,98.87645395,99.19265774000002,99.17390731,96.5804089918638
76,Jamaica,JAM,17.84136137,16.83812837,16.54686215,15.95823285,14.78755106,15.591602109999998,16.31727244,15.54813956,16.52475081,16.95928355,18.23986293,16.421785999999997,15.67695128,12.99901109,14.09902397,15.43874425,17.06526414,16.64351131,16.96466644,18.85477295,19.41168608,19.06401864,17.11461578,18.266072279999996,17.37957261,23.365819677102625
77,Jordan,JOR,93.52393516,92.62683953,87.77939669,82.00145465,71.09036609,64.67421508,68.08947638,69.24585569,70.77945339,63.08087685000001,62.78335226000001,60.34194235999999,65.88786629,65.0494745,67.12009192,66.02258082,66.5907126,70.29172582,74.40930313,72.98543958,70.51697531,70.10080255,73.86900016,72.20951787,75.47621896,73.91917245818553
78,Japan,JPN,15.4729911379296,18.34766301611994,17.370595438240247,17.567976694835252,17.82977398802284,18.02464871,17.92264811,18.41723741,18.41302261,19.51302766,20.33628847,21.641856309999998,18.62144657,19.54712898,24.43280442,27.19978905,29.428804460000002,32.96813121,32.73455606,27.94399482,30.05983124,28.98069106,29.04509302,28.612234259999997,30.629081399999997,34.00966117445366
79,Kazakhstan,KAZ,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
80,Kenya,KEN,83.78013157,84.3380946,85.82812264,86.92320800999998,87.73615025,87.08372533,87.06887757,87.56412074,84.15197468,83.59460003,83.96860009,83.75121502,83.43111204,82.21699509,82.48511384,80.61091994,80.54716817,81.81923465,81.1693777,81.65563805,82.86953009,82.74552314,83.22136322,84.16471753,82.3950038,81.02847581
81,Kyrgyz Republic,KGZ,92.54197385,93.63553061,93.15072629999999,95.13552147999998,95.16874689,95.31599545,94.60972911,95.14532135,95.12335334,95.71276746,94.03613655,94.73888812,95.20036763,94.80203398,94.64818659999999,93.99382539,93.38075006,92.60099912,95.57159729,95.59789134,94.97296041,95.51802998,96.36924729,95.74186308,97.62110111,94.3347476573186
82,Cambodia,KHM,24.11358073,25.13374657,24.79726535,29.80516926,31.698369,33.06375348,37.55152810999999,37.67683864,38.92736154,39.837032099999995,43.0245776,43.35644415,44.58774447,46.37187614,45.79686823,45.29383381,43.43980102,45.38813774,44.86267171,43.55871971,43.08771554,48.84018447,47.31202305,45.87418024,50.54557398,50.61990498957737
83,St. Kitts and Nevis,KNA,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
84,"Korea, Rep.",KOR,75.75342627,77.72702809,65.05710605,61.01380458999999,66.80929516,59.97047250000001,58.617333949999995,60.17216697,59.25243502,60.26766649,58.67376982999999,57.44371638,53.45321369,52.15905904000001,53.3631103,59.88021109,61.14546618000001,60.9706202,60.25067732,55.37100449,74.29750942,73.87595173,72.89319445,70.02233644,67.99374947,70.70668151605581
85,Lao PDR,LAO,89.17085254,89.30698436,89.32659978,89.34209305,87.94841452,84.91984748,85.62631275,84.28297119,82.71809006,83.01312235,83.44341262,84.98340818,89.84916727,89.7010317,91.25833829999999,91.16899273,90.33412984,88.08548398,87.11638336,88.70503581,87.95743151,87.00863719,87.21562043,84.50600181,83.33175267,80.56229521
86,Lebanon,LBN,81.76807897,79.82075961,76.61425697,73.37090451999998,70.50862837,66.42518378,65.23375847,65.08488454,64.9938205,63.32951943999999,63.38829031000001,63.671062670000005,63.41260314,63.634048930000006,62.98706756,63.181566720000006,64.808012,65.12969688,65.08767982,61.12606338999999,65.84999642,62.893899270000006,58.04189359000001,58.92421248000001,56.717427570000005,59.572340534982324
87,Liberia,LBR,85.48591037,84.59571682,85.26846527,86.03306542,86.66987802,87.01038278,86.36749359,86.51610121,86.38634880000001,86.95095375,86.52996649,87.5474677,87.79692606,87.14690709999999,81.49044646,84.22703751,84.82306217,85.3389983,86.37394812,86.37173258,87.09831640000002,88.65514878,89.10597940000001,88.2493003,88.46886281,87.16795451505776
88,Sri Lanka,LKA,98.40290948835809,98.45722480416718,99.72865677,98.33243531,97.27127801999998,94.68961838,94.29497140000001,93.23919865,92.83449209999999,92.18524724,91.48474834,90.97027158,89.48375959,87.804714,89.2940718,89.42114872,88.00969053,89.55525253,89.06282699,92.64322527,90.35400377,91.14389049,90.57070791,86.33121226,88.68802224,87.09306346101619
89,Lesotho,LSO,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
90,Lithuania,LTU,87.35333816,87.40530593,86.95013786,86.97184566,88.19844199,86.18629766,86.24386972,86.65881761,87.16154776,87.09443948,87.24953199,88.27885622,88.52239253,88.87888768,88.76018436,88.63817568,89.10735085,88.9004847,89.69529199,90.57949073,90.49508897,90.46460970000001,91.05699581,90.57104538,90.27848997,90.42620791
91,Luxembourg,LUX,98.00382611,96.75839988000001,89.49238325,89.13723963,89.27533877,88.79046111,90.88161349,89.48667797,90.86549994,88.69793802,87.31846763,89.80575158,88.40655003,86.21784957,85.01390723,84.62103432,83.88108279,85.06010882,83.78533711,84.4008056,81.11916478,82.10861197,82.13128882,81.14316459,79.42591466,80.23535820104648
92,Latvia,LVA,100.0,100.00000000000001,100.00000000000001,99.99998724,99.98474927,100.0,99.99999999999999,100.00000000000001,99.99985523000001,100.0,99.97971210583326,99.9796308326966,99.96740761,99.96233326,99.95104033,99.94039645,99.92246629,99.91016083,99.89146246999998,99.88027152,99.67246958,99.23845358000001,99.03840897,98.75759659,97.78846166,96.0778882455905
93,Morocco,MAR,54.64441965067249,57.97025565850389,55.66263791572919,57.68122988715322,57.808215648000996,57.945174560844336,58.01925610877095,57.931459038783316,57.93728404484603,57.833467576754984,55.56810518954358,55.38812567096428,55.41951668435326,55.555930777054634,54.64441965067249,52.57607573000001,57.39371306000001,53.96094304,60.74167315,52.38013371,62.08344070000001,63.246110220000006,61.20010203999999,63.86902391,64.664697,64.39694162284378
94,Moldova,MDA,97.17144606,97.79786588,97.34990495,96.81020805,96.2540297,95.71534597,94.90562231,94.9800156,95.00062696,95.63205483,93.92703293,93.11310304,92.9921114,92.78071902,92.9924887,93.913775,94.506703,94.49723449,94.52912193,94.80693401,94.84840752,95.25304607,90.17163403,92.69368408,93.19938283,90.24853007230219
95,Madagascar,MDG,5.46214727,4.9245360389999995,5.505030538,6.146608654,5.370786232,5.6720395120000004,5.552479912999999,6.487632184999999,5.321251042,5.595292913,6.737874855,6.559086197,6.001886409000001,6.846046436,6.705884109,6.010092175,6.258186510999999,7.3424386440000005,7.008780099,7.651357912000002,7.960892565,9.031287519,8.269956257999999,9.081396974,12.61995347,16.556662484799222
96,Maldives,MDV,55.45924661,58.45567009999999,59.04804362000001,62.678352569999994,65.87272524,63.29552876999999,65.39378726,63.78766490999999,65.49165738,75.80217542,73.86310096,73.52793677,75.42063183,75.84136424,75.46381545,77.39820195,79.50369519,80.32569535,79.38891754,81.04683309999999,81.65630027,82.43970836,83.15324465,83.78117107,84.5423603,82.87905365325355
97,Mexico,MEX,89.91071804,91.68185756,92.45778839,92.85170483,92.37407241,93.04961026,93.94502111,95.04526803,94.59444279,94.13802834,94.97309691,95.17806383,95.62841973,95.99111004,96.21646697,96.82708398,96.69407555,96.94482833,96.76022577,96.66434839,96.89621303,96.81165029,96.74023319,96.75188109,96.62819890000002,94.44584658360998
98,North Macedonia,MKD,54.90516589706981,54.32241847,55.431266900000004,58.75398027999999,62.6810745,63.21802241,63.82023608,64.07791843,62.82448842,61.75233161,62.15209574,66.80570478,62.95989214,63.58198054,63.19754578,63.08334792,62.357301639999996,62.88920727,66.60771692,66.96951434,67.1141655,66.43282063,66.08277236,66.77395228,66.71909083,67.33360210669771
99,Mali,MLI,14.243548483907894,15.555092305175027,14.544608288753722,14.974403230139352,15.244916934617121,15.504700112457002,15.65354254713192,15.47714329495607,15.488846723254161,15.280261774606355,14.368678670000001,13.80433317,14.28510482,15.08263153,16.11641133,14.02573608,13.71825457,14.26757216,15.30266416,17.32369964,21.10587693,24.192864229999998,29.68773614,26.731118210000005,24.060368149999995,31.64445896390327
100,Malta,MLT,20.51768012,21.92551198,22.84478998,22.04813297,17.83639168,17.75230101,18.83061648,19.19587406,17.36211024,17.77524748,18.44829849,19.889293509999998,19.76045888,21.59307672,21.28080087,21.65634079,19.69781069,17.58053836,18.42963788,15.85414335,18.08149657,19.08190495,18.76894492,18.589263139999996,18.87676676,24.40576413742221
101,Montenegro,MNE,29.3416169,28.54961932,32.37296763,32.87800972,35.19308478,37.334330200000004,37.77282164999999,38.90686218,43.85809129,46.82640182,46.021431799999995,48.309042299999994,46.68975231,48.11023452,47.5385989,47.88554163,48.05702699,49.17254082,46.51945855,47.33217314,46.90267642,48.598592870000004,43.28520999,40.50976851,40.69539206,44.835783022175626
102,Mongolia,MNG,98.04491406,96.5459019,96.8895722,97.60032633,97.83544978,95.46345923,95.16427457,95.50036081,95.01434889,94.15364099,93.84683253,94.19989599,93.98505598,94.33435195,94.01767963,93.05623663,92.75138984,92.72577938,92.32417383,92.88726258,93.67450023,92.18561,91.23393806,91.5543679,90.92188386,93.46100460999999
103,Mozambique,MOZ,52.053005309999996,52.944267079999996,53.59213645,54.75824815,53.37250154,53.03900926,52.45721103999999,54.56681449,54.03449739,55.19582227000001,54.34401885,55.65629207,53.53006357,58.8882846,55.89155596999999,54.9821628,56.68576092,56.18881465,61.670896899999995,63.11011116,63.043063999999994,57.32151683,57.80716859,61.840118509999996,57.97823335,56.95162865
104,Mauritania,MRT,5.051140337,6.00982988,6.287240978999999,6.701782640000001,7.853936128000001,8.558693457999999,8.668709029,9.655923565,9.930467687,12.50624334,11.97369419,12.35246277,10.15772763,10.61004296,9.705238305,10.64679652,8.831053568,8.615627482,9.886058056,11.03913918,12.596904159999998,12.98683099,15.191581270000002,13.677993229999998,15.482679399999999,20.84794786261857
105,Mauritius,MUS,66.74634658,67.04698353,69.03009346,68.30793358999999,68.45249392,67.89192434,69.8094031,72.05136329999999,69.59774064,70.81706549,69.4632629,71.80383968,69.77397777,70.01993546,68.25817540000001,68.18112115,67.62940924,67.57928702,66.85097419,64.13140864,61.05375011,59.75881495,62.236579809999995,60.83265377,59.84684405000001,59.74916854
106,Malawi,MWI,52.68279885,52.30527133,53.54954133,54.908883370000005,55.00240608000001,55.84915936,57.01361919,57.15228034,56.93917328,58.66169495,58.57436279,58.130132790000005,57.64561976000001,58.02194752999999,59.82735442,60.08080078,60.92952138,62.47639073,61.63521395,61.034288069999995,60.27256848999999,59.687387600000015,59.48637101,59.2801424,61.58536145,61.582160847399464
107,Malaysia,MYS,58.41255958,61.99114705,65.4853125,64.15330779,66.56331616,69.12634516,67.05937856,67.29565474,74.49978508,71.41295155,70.20179471,75.43774895,70.49667179,72.88872012,69.85745041,73.66243438,74.53820429999999,75.88296165,70.71913247,75.09389561,81.35094146,82.6356057,80.55434357,79.90275682,80.71266196,79.78778461748898
108,Namibia,NAM,63.28006275,62.65214326,64.20497478,65.57455066,66.3603423,68.62247109,69.50434709999999,68.61724901,69.76566572,71.19740134,69.90923825,67.54891157,67.40480063,66.54729184,69.74942824,71.55882901,68.94929300000001,70.35520249,76.57105976,73.40752337,68.26017768,73.87026165,76.65912386,76.24394606,79.55568357,77.18944387733973
109,Niger,NER,43.07913246,44.28030631,48.22953063,49.27312265,51.77030533,55.37105066,56.33445816999999,57.72249015,55.92492408,53.2161268,53.068607300000004,54.30490275,55.87291963,57.21562393000001,56.38303464,57.81258936,56.182376080000004,57.27483544999999,57.62975477,56.26292371000001,60.11116976,59.88098621999999,59.48380294,61.41213904999999,62.43489629,62.47751175981951
110,Nigeria,NGA,97.80680713,98.05065912999999,98.04603324000001,95.58676875,95.33847707,95.45551646,95.8970463,95.89721099,96.10865234,96.31842864,96.21984177,95.98089994,95.87003044,96.24775866,95.97875648,95.99393989,95.82033864,95.2120656,94.11388884,93.15405779,92.45120757,92.11514123,90.97851871,91.14640642,90.0879643,90.29137544
111,Nicaragua,NIC,80.4466775,80.59660962,83.56345603,81.96160608,80.82210984,83.17811229,80.55177441,81.02220836,83.49736504,86.50723681,84.03616853,83.3853754,85.25673275,81.77346366,82.756091,84.12212742,80.81644951,79.24051752,78.63659453,78.08765699,75.12558465,75.65654081,75.81242014,73.34962913,72.8127263,77.02412256
112,Netherlands,NLD,21.33364923,20.14417156,23.88374303,26.57009985,28.47486673,29.52426611,28.57716823,29.136968589999995,30.96400691,32.43509629,28.20042304,28.78706276,30.513620429999996,30.97286644,31.1140686,29.009378739999995,30.105518980000003,30.25417669,30.01931931,30.70985011,32.58028855,33.63711167,33.8169346,33.61510405,33.70331205,37.851104056400175
113,Norway,NOR,99.99999070611123,99.99998615,99.99998675999998,99.99998724,99.98474598492193,100.0,99.99999673017174,99.99999017,99.99999999999999,99.99999116,99.99999084,99.99999171,99.99530970999999,99.99536305,100.0,100.0,99.99559706,100.0,99.99999559999998,100.0,99.99677609000001,99.92924194000001,99.92804798,100.0,99.99502672000001,97.38212413
114,Nepal,NPL,96.14829081,94.98322938,94.81981938,94.69313868,94.48810757,93.15785781,90.95449502,85.93158748,85.2305912,84.32978359999998,84.81660272,86.53529640000001,86.74474721,86.86267929,84.48008926,83.86668462,85.05886129,83.17948136,79.84316277,76.59493576,75.07095149,77.6518382,76.42720092,73.49376345,72.52369457,74.16489492496335
115,New Zealand,NZL,93.39615055,93.38487761,92.57095042,92.39747196,92.57572233,92.30322627,92.32698337,92.07337205,92.11536568,91.30937924,91.12638418,90.88612897,90.75278983,90.91553397,90.69042026,90.68845507,90.62145855,90.54975259,90.94758109,90.16257724,90.52974766,90.90831563,90.86580943,89.51180164,92.14287582,89.18048769052247
116,Pakistan,PAK,99.97888612,99.98186196999998,99.98948221000002,99.99263451,99.98474927,99.98764355000002,99.99535367,99.99551494,99.99512132,99.99520675999999,99.99541575000002,99.99480235,99.99530970999999,99.99536305,99.99562196,99.99571843,99.99559706,99.99573835,99.99617989000001,99.99641029,99.99677609000001,99.20369243999998,99.51085197,99.5705625,99.92801862,97.10983744621467
117,Panama,PAN,17.4486057,16.08395273,14.83784348,11.11627808,13.75249687,13.184385339999999,12.97350681,14.20811847,14.54359799,22.42723685,17.57416471,16.179910199999995,19.12148701,18.56270054,20.27671661,23.31137,27.722546800000003,30.95160602,32.76289949,32.22585684,31.02909896,29.56457524,32.82946215,31.199138479999995,31.726526590000002,36.23615205447505
118,Peru,PER,43.25662537,42.386595709999995,45.40540692,44.83930045,44.03001348,45.648703499999996,45.42344856,47.06853974,48.44878568000001,49.71395543,50.30181179000001,53.25673854000001,52.27381621999999,51.18695546000001,54.57289084,55.16465543000001,54.766523310000004,53.61726289999999,53.48385073,44.52371819,46.08066251,47.4972165,45.7736917,52.17270771,53.90911720999999,53.071307586741995
119,Philippines,PHL,99.39173803,98.45369744999999,98.63729761,98.91353109,99.08538294,98.92796508,98.97307486,99.08530818,98.98800802,98.88756527,98.91780933,98.16821256,98.15511935,98.4042485,98.71373917,98.17112737,98.30136458,98.12869974,98.24675267,97.93284225,97.68803286,97.70145037,96.32908940000002,94.00615626,90.57887358,91.66761665986452
120,Papua New Guinea,PNG,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
121,Poland,POL,31.43620294,36.70770562,38.14089544,41.63508770000001,44.51157973,46.74147468,43.12577744,47.65365459,49.22261006,46.52849401999999,44.93850096,44.19638329,44.20870069,45.02381535,44.53408677,44.0880532,44.29105096,47.82811692,44.61572394,47.2286276,46.45622974,47.38176679,48.4643047,47.89684352,48.429587340000005,50.924735087879505
122,Portugal,PRT,90.81891937,89.24646378,89.03507307,88.11244319,87.35427722,87.31650768,87.17251628,89.1056065,89.19775396,83.67748488,84.75161165,85.16230488,86.16732762,88.64159952,90.40940247,89.60711039,90.1464364,89.93497052,90.25827926,87.81702574,86.94195069999999,89.07430958,87.08940817,88.48592488,83.87126164,85.24841231444275
123,Paraguay,PRY,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
124,Qatar,QAT,78.23572987255946,74.60080816625116,74.29687654883766,74.42614059850116,74.49685051801872,74.58565129054712,74.63041985806066,74.5773627991136,74.58088293583434,74.51814511932224,75.58484307,76.65678528,70.28982743,74.30399282,77.41734327,82.21256075,78.0812888,74.93191271,73.56822690000001,73.81323222,79.41492194,79.29074198,80.30943598,76.88419915,76.25349582,77.45918710525359
125,Romania,ROU,81.62379661,80.71671496,80.83385367,78.56660560999998,76.223125,78.58278383,78.20464219,78.18582716,78.48092331,75.94364348,72.51585250000001,73.07818429,72.44125421,72.18103991,72.21614512,72.1099316,70.89196269,70.92913787,70.3379735,70.02843872,70.23777339,68.51136317,66.83286849,66.42439974,63.94609543000001,64.0914951
126,Russian Federation,RUS,71.27504039,69.50208358,72.09984456,73.48132995,71.73326247,72.87552557,73.96249704,74.28475384,73.50536815,74.16533385,70.13821351,70.39380715,69.86246617,69.74644079,69.29592992,68.57141995,69.47994320000001,69.28048987,69.50734524,67.4233935,66.67921436,64.93527416,65.08201899999999,63.74931630999999,59.66320668,61.11419948999999
127,Rwanda,RWA,37.29495717,35.528219609999994,36.9083497,36.87733538,36.90247961,36.85322789,36.71648711,35.63736882,35.0473152,34.84981229,34.82918337,33.98788812,37.44624962,36.52181032,34.83201035,33.81150917,33.41258419,32.45247195,33.11264006,31.98399534,34.4232514,34.21418705,30.99915578,30.01601561,29.774747270000002,25.11709613
128,Saudi Arabia,SAU,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
129,Sudan,SDN,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
130,Senegal,SEN,97.73626326,97.93493477,97.87203752,97.92008101000002,98.03966957,98.17625649,98.24575303000002,98.35336113,98.46664009999999,98.44791916,98.16794991000002,98.11642759,98.68775889,98.66358482000001,98.16494913,98.45937933,98.71576473,98.49869618,98.9208739,99.25278800000001,99.08168246000001,98.75206219498723,98.23623677833025,98.12460862000002,97.79178142999999,95.88141282581175
131,Singapore,SGP,15.06127102,13.32723259,9.53505206,6.379327641000001,13.236878269999998,12.539776379999998,17.79794155,12.64141296,15.003697089999998,17.20828446,14.85860856,12.60388831,13.41792319,15.838074379999998,14.73829053,13.79788385,12.01933416,12.789387699999999,14.29407395,24.10151513,22.03570898,19.909089369999997,17.21810261,17.38589745,17.80063303,23.260498301790573
132,Solomon Islands,SLB,63.83794084000001,65.09220971,66.86594733,71.73378721,75.13667779999999,75.98236301,77.8356255,78.83596274,78.56600058,78.70113772,78.74346474,81.19440353,81.92836084,82.03147041,82.05719879,81.81330376,81.56143348,81.15233515,80.57079085,80.13354249,79.99305669,80.19388911,80.16213661,80.66699695,79.83902265,79.6357790582682
133,Sierra Leone,SLE,71.32121897,69.64150942,65.21123031,57.72791179,44.0401253,41.02735229,39.37050942,44.52407976,45.003656400000004,41.45829331,38.52974549,36.9233903,35.52144569,35.1677466,38.76343657,36.72646903,38.30304763,42.58706321,41.55518769,35.64235152,34.60580974,36.25452584,42.33052238,33.94033873,45.98414186,44.18977220440382
134,El Salvador,SLV,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
135,Serbia,SRB,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
136,Sao Tome and Principe,STP,98.90358254,99.01763243999999,99.1045608,99.11163552,99.02652613,99.31263045,99.40369197999999,99.33086834,99.42760424,99.48945887,99.78154823,99.81939341999998,99.63349547,99.71246787,99.72202118,99.75418531,99.82762640000001,99.86390029,99.86072753,99.86222469,99.92966889,99.92924193999998,99.92804798,99.92994946,99.91950641999999,97.33824471390854
137,Suriname,SUR,87.02331061,86.45564171,87.67513435,86.75515322,86.88950456,86.97489785,86.91700265,86.77077281,87.32132332,87.16586711,87.11753909,87.31853169,87.07320457,86.80593229,87.04397267,86.32363633,86.58578737,86.59359205,86.69977823,85.96209387,87.68649948,88.07194404,88.26464636,88.22942854,88.8703881,87.0349924731208
138,Slovak Republic,SVK,81.76598213,81.41887116,81.37420133,81.38847423,81.61678501,82.59288875,83.23558002,83.78303176,83.63248921,84.53000919,86.24798514,86.07294035,86.07008772,87.04065847,86.70136114,88.05963778,89.00397079,90.49675228,90.56269753,89.89750931,89.12433057,89.96939746,89.41051234,88.15732151,89.54395090000001,86.84318766
139,Slovenia,SVN,6.903459487000001,6.7526681580000005,6.102430568,6.643225124,6.566011792999999,8.937296356000001,8.29084495,7.68539637,6.592101915000001,5.541691497,6.05724193,6.32556028,6.9225048639999995,6.989792392999998,9.173357755,10.06711978,10.43942003,9.856552098,9.799409682,9.287739044,10.61036898,12.58251877,14.906838110000002,14.88110912,14.38061695,20.789888998785436
140,Sweden,SWE,91.83020981,91.66389453,90.68260921,89.00327144999999,88.14691048,88.01869734,85.45754145,84.68459874,84.28477495,85.10097241,84.18054993,84.35759414,84.28883846,84.77998969,83.56075041,83.2777787,82.00252166,81.38419209999999,80.85074966,78.97070523,80.45380003,79.55403602,79.25760905,78.23185225,75.34950578,77.27766483721707
141,Eswatini,SWZ,58.66997934,61.71114670000001,64.06373654,60.27272659,56.91651974,60.72254361000001,65.50947333,64.14710309,64.62242243,70.24568939,65.17284417,58.88739938999999,55.790194490000005,55.63445261999999,63.250763060000004,63.27733022,67.70578307,61.87527324999999,64.71136225,60.64908997,50.03140418,56.05511239999999,58.40715674,52.91635378,46.27030789,54.71315911581704
142,Seychelles,SYC,86.43783832,85.69473785,85.57482233,86.11796478999999,85.91212906,85.46933598,85.51006132,86.45649442,86.08659433,85.78460105,85.88083054,86.34598091,86.24908436,86.27838541,86.12431287,86.01853539,85.62647253,85.61470518,84.96822169,84.15425372,84.15058807,83.71405277,83.43717762,82.94050969,83.08904242,82.42782825
143,Syrian Arab Republic,SYR,99.15937667,98.98168628000002,98.89159939000001,98.72247355999998,98.74462613000001,99.00529376,98.50890456,98.70808544,98.81818343999998,98.83999357999998,98.78137827,98.90765794000002,99.00809293,98.70796226999998,98.45395169,98.40074276,98.33889215,98.82436971,98.01541608,98.15981526000002,97.81508659,98.11594606999999,97.98497238000002,97.73849946999998,98.02455411748785,95.58958595933893
144,Chad,TCD,0.0,3.400891522,2.244968,2.736625394,3.04826749,3.3432463539999997,3.51351176,3.311723269,3.3251111780000002,3.086504486,2.036553247,1.6397332910000002,1.7145850840000003,2.0152866609999998,0.0,0.0,0.0,0.0,3.0674861810000005,2.742569362,3.078211005,3.691647321,2.87171647,4.17663824,5.355814142,11.28886875
