Report generated on: 11-03-2021 14:09:38
"API","","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.5-8-CRI-MMTCD.A","        Costa Rica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3409749671710047","2.3345788607033247","2.1886676816800223","2.3345788607033247","2.0483530961062835","2.1886676816800223","1.9698009136075165","2.258311889937694","2.6750073336482414","2.809970872284454","2.6910752000865332","2.8378502931282523","3.577531495870671","3.935262231187675","3.9983677113834917","4.592163328547138","4.340589425159128","4.4651041934895295","5.040201880080785","5.509119911383112","5.391587364077388","5.321156953780406","5.437998140657853","5.53590958473998","5.3268397092618525","6.177888047878482","6.656301552964383","7.2229295591655545","7.145647379913699","6.74345478709228","6.961416366281483","7.080506921232681","7.031643139726033","7.314635999999995","7.455905999999989","7.141522","7.721484","7.894798","7.922236741774",""
"INTL.5-8-HRV-MMTCD.A","        Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","9.7","9.6","12","14","12","12","14","14","13","13","14","14","14","14","15","12.303169136123733","14","13","11.075851799639238","10.886112144197824","10.002515928168972","9.415334532548224","9.211140731643432","9.591954","9.526353","10.611656","10.316187",""
"INTL.5-8-CUB-MMTCD.A","        Cuba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.48969","30","33","30","31","31","34","34","35","35","35","32","29","28","29","31","30","32","32","32","31","32","33","32","32","28","24","17.9","27","27","26","23.111370792339233","26.43233970741461","25.082107003809725","25.56727604143654","27.817894","20.917252","18.983948","20.656989",""
"INTL.5-8-CYP-MMTCD.A","        Cyprus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.82934","2.4","2.6","2.9","2.9","3.1","3.5","3.7","3.9","4.7","4.9","5","6","6.1","6.8","6.7","6.7","6.7","7.2","7.8","7.4","8.1","7.9","8","8.5","8.7","9.2","8.825739808897094","9.7","9.2","8.506922316709574","8.433691850679748","7.923397950191842","6.967086964653042","7.0332557427352365","7.309827","7.953099","8.197774536","8.225635437",""
"INTL.5-8-CZE-MMTCD.A","        Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","24.417586284993696","24.987319284993696","22.507045","24.123485","23.761489","25.038721","24.986161","23.615084","25.199283","23.514115","25.057264","27.87632","29.020021","28.371709","28.460982","29.669637","28.500256","28.315467","27.694878","27.531874","26.851926","28.89232","27.438308","24.629889","31.257393","31.478381","32.018241"
"INTL.5-8-CIV-MMTCD.A","        Côte d’Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01485","4.3","3.9","4.2","4.1","4.3","4.8","5.3","5.6","5.6","4.6","3.8","3.9","4.4","4.6","4.5","4.7","4.1","3.8","4.4","4.7","3.2","3.3","3.3","3.9","3.9","3.8","3.2","3.4","3.5","3.7","3.350619423310484","4.731532167948731","5.54380559744819","5.971603926795682","6.345646","6.924189","6.898578","7.057397",""
"INTL.5-8-DNK-MMTCD.A","        Denmark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.30702061786417","35.799179694177454","32.689654826759366","30.59322110596549","31.109689","32.003758","31.271892","33.855286","31.974826","30.306597","29.909273","30.236505","29.959835","31.200389","33.509971","33.009026","33.611178","31.62419","31.610009","31.181622","29.648515","31.315787","28.515937","29.662181","29.24639","28.948285","30.265116","30.297767","28.693959","26.225922","26.214173","25.787376","24.658425","24.579301","24.573901","24.917433","25.281813","25.228668","25.54771","26.442479"
"INTL.5-8-DJI-MMTCD.A","        Djibouti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45833","1.2","1.2","0.9","0.7","0.7","0.7","0.7","0.7","1.7","1.7","1.7","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.9","1.9","1.9","1.9","1.9","1.9","1.7","0.9821688652798356","1.7","1.2","1.2","0.6422043833480919","0.8510721929148811","0.9139891334773979","0.9268092647371916","0.817987","0.742559","0.6403579600231878","0.674698260030369",""
"INTL.5-8-DMA-MMTCD.A","        Dominica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02679","0.03498","0.03502","0.03498","0.03501","0.03991","0.04022","0.04337","0.05548","0.05862","0.05852","0.05845","0.05909","0.06224","0.07183","0.08101","0.08119","0.08116","0.0843","0.0843","0.07958","0.1","0.1","0.1","0.1","0.0924","0.1","0.12124643593415718","0.1","0.1","0.1","0.1700956174732486","0.169940462909991","0.16129199364524482","0.17174985154887376","0.18743","0.18855","0.1774358794915979","0.1859837017913472",""
"INTL.5-8-DOM-MMTCD.A","        Dominican Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.43528","5.2","5.6","6.7","5.9","6.1","6.8","7.5","8.3","8.1","9","8.7","9.8","8.6","9.7","11","11","12","12","14","16","16","17","16","16","16","16","16.1","16","15","15","16.062656961054348","16.681315380117308","16.1186410397773","15.429368923181633","17.599679","18.940826","16.850974","19.99625015",""
"INTL.5-8-ECU-MMTCD.A","        Ecuador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.80931","12","14","12","12","12","13","13","13","12","14","14","17","15","17","17","18","18","19","18","18","19","20","20","21","22","24","23.4","25","28","35.514934","35.220785","35.982397","37.379665","40.908733","37.747777","35.724943","33.75358","36.552086",""
"INTL.5-8-EGY-MMTCD.A","        Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.21362","43","46","54","59","62","66","67","67","67","71","69","68","68","70","71","77","81","84","85","80","77","80","81","87","89","93","91.1","96","96","94","110.73916035838414","112.06785187946885","119.52187531144334","128.28170959921482","128.842568","121.225381","115.411349","109.739597",""
"INTL.5-8-SLV-MMTCD.A","        El Salvador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.98901","1.7","1.6","1.8","1.8","1.9","2.2","2.2","2.3","2.2","2.4","2.8","3.2","3.2","3.6","4.6","4.4","4.7","5.5","5.5","5.5","5.7","5.8","6.1","6","6.2","6.2","6.2","5.9","5.9","5.9","6.400534835962075","6.557031794317864","6.267014491811335","6.439962738219125","6.885362","6.927231","6.310517","7.044276",""
"INTL.5-8-GNQ-MMTCD.A","        Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05549","0.05537","0.0694","0.06999","0.06975","0.07977","0.08493","0.08022","0.07866","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2339680329655607","0.3","0.5","0.7","0.7459576499522468","0.7257209215686764","0.7480977124085115","0.7472524387711507","0.735235","0.752646","1.0748217999999998","1.48870907944755",""
"INTL.5-8-ERI-MMTCD.A","        Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1","1.1","1.1","1.1","1.3","1.1","0.6","0.8","0.7","0.8","0.8","0.7","0.7","0.6845807623812358","0.7","0.5","0.7","0.5319043566601949","0.5543519592360415","0.578195163486717","0.6036684340087298","0.5935000884776369","0.630792","0.6548228095786931","0.7424558095852776",""
"INTL.5-8-EST-MMTCD.A","        Estonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","5.117977","5.380994","4.935003","3.829567","4.174598","4.121684","4.055676","3.756624","3.128766","3.572471","3.703456","3.580636","3.737662","3.772474","4.028735","4.31798","4.247266","3.7194","3.966148","3.875526","4.691533","4.564372","4.265394","4.318708","4.328328","4.389655","4.447382","4.284025"
"INTL.5-8-SWZ-MMTCD.A","        Eswatini","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29185","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6561875593256227","0.6","0.7","0.7","0.7007083719073821","0.6979152100823851","0.7274094850340128","0.7534669308095182","0.787861","0.875217","0.8607728526361343","0.8636318158963242",""
"INTL.5-8-ETH-MMTCD.A","        Ethiopia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70001","1.7","1.9","2.2","2.1","2.5","2.6","2.9","2.8","3","3","2.5","3.6","3.3","2.2","2.4","1.7","1.7","2.6","3.3","3.5","3.6","3.9","4.2","4.3","4.6","5.2","5.6","6.4","7","6.5","6.917992641859789","7.2098169656484465","8.748884965732465","9.914503869017906","10.619113","12.0749","11.862181899117289","12.733395863829259",""
"INTL.5-8-FLK-MMTCD.A","        Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01168","0.01151","0.01151","0.01151","0.01154","0.01442","0.01598","0.01598","0.03171","0.02833","0.02519","0.02519","0.02544","0.02544","0.02545","0.02861","0.03178","0.03496","0.0286","0.0286","0.0286","0.0286","0.03178","0.03177","0.03505","0.03813","0.04129","0.04767706672081129","0.04578","0.0476393593049","0.0476639838827167","0.04206895713702377","0.04299421253486549","0.04296026451381593","0.04294548302638767","0.045031","0.046769","0.044814698614433705","0.046408069858176394",""
"INTL.5-8-FRO-MMTCD.A","        Faroe Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0.6577644124430768","0.7","0.7","","0.6895112118540166","0.7076728749859347","0.7756364261141093","0.6953709702849447","0.741409","0.747048","0.843090809","0.8698147829967423",""
"INTL.5-8-FJI-MMTCD.A","        Fiji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26172","0.8","1","1","0.7","0.7","1","0.8","0.8","0.9","1","0.8","0.9","0.9","0.9","1","1.1","1.1","1","1.1","1.4","1.5","1.7","2.2","2.6","2.5","2.3","2.5290457902771126","2.3","1.4","1.0699342842599286","2.1105571369863023","1.150712234479569","1.459271716715752","1.9141422122973726","2.4178862207044647","2.3551201130108494","2.3854534539623597","2.3680670174179106",""
"INTL.5-8-FIN-MMTCD.A","        Finland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.52348592206301","31.69293699633029","31.067333017791373","29.09698498670034","34.984104","33.085173","35.258723","35.60063","35.910892","35.568959","36.26338652332913","35.617884","34.069898","31.95631","33.550272","32.82324776166457","32.728642","32.131228","33.400214","33.6342","33.516366","33.571377","34.359296","34.898386","34.389674","34.233911","34.829691","35.819694","34.490539","32.691652","33.681773","33.353809","31.639949","32.882815","32.017058","32.344826","33.187526","32.585557","33.014091","32.190015"
"INTL.5-8-CSK-MMTCD.A","        Former Czechoslovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.13253422294166","50.67524033842137","44.00577196701458","42.04591899299875","44.15434105854531","43.64811123979374","42.7617090110116","42.93786941691032","40.5676189603931","42.965226685774866","38.6961449307786","33.1755796298074","29.35108653388945","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.5-8-SCG-MMTCD.A","        Former Serbia and Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","7.6","4.5","4.3","4","6.7","8.8","8.1","8.1","8.8","11","11","12","12","12","--","--","--","--","--","--","--","--","--","","","","--",""
"INTL.5-8-SUN-MMTCD.A","        Former U.S.S.R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1275.36058","1270","1290","1269","1269","1275","1317","1316","1278","1248","1222","1206","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","--",""
"INTL.5-8-YUG-MMTCD.A","        Former Yugoslavia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.41204","41","41","38","47","48","43","46","46","46","47","36","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","--",""
"INTL.5-8-FRA-MMTCD.A","        France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284.12302966927126","241.7276387698184","235.7420663435884","232.44238752307243","290.560364","283.810242","288.884408","293.194803","295.985089544","300.509437544","294.585942928","310.586222928","317.267611312","302.481838312","303.319656696","313.91470708","320.900864344","322.16723328","330.022217152","330.806562152","326.670687896","329.317992992","318.177764672","323.713648896","325.415796312","323.94222944","323.703638232","318.890933296","313.426897712","296.913781552","289.806335232","291.197851264","285.55334868","275.256148552","273.893392616","272.324126744","266.221886584","270.434969328","258.021539584","258.656529976"
"INTL.5-8-GUF-MMTCD.A","        French Guiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34991","0.3","0.4","0.4","0.3","0.3","0.4","0.4","0.5","0.6","0.7","0.8","0.6","0.9","0.9","1","1","1","1","1","1","1","1","1.1","1","1.1","1.1","1.0430266379010096","1.1","0.8","1","0.8257362916213896","0.6755175328733346","0.7498771903201764","0.7948302384079753","0.81713","0.900001","0.8703184571732414","0.8703184571732414",""
"INTL.5-8-PYF-MMTCD.A","        French Polynesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2109","0.3","0.4","0.6","0.8","0.7","1","1","1","1","0.9","0.9","0.9","0.9","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.9","0.9","0.9","1","1.0732998374439475","1","1.1","1.0699342842599286","1.0327059882188332","1.005109148547599","1.0178319555475996","0.9944214358215729","1.0402681588215725","1.022256868327","1.000152325980482","1.0296530812753588",""
"INTL.5-8-GAB-MMTCD.A","        Gabon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55133","1.7","1.6","2","1.7","1.5","1.5","1.5","1.7","2.4","2.4","2.3","2.4","2.3","2.4","2","2.1","2.2","2.1","2","1.8","1.8","1.7","1.8","1.8","1.8","2.1","2.2143519272824626","2.6","2.2","2.842256","3.051117","3.072911","3.354363","3.25915","3.296102","3.30557","3.236181","2.563767",""
"INTL.5-8-GMB-MMTCD.A","        Gambia, The","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1523","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.45745694573080314","0.4","0.4","0.5","0.5311554550881503","0.5111679944864964","0.5160490139083337","0.573964564349981","0.587984","0.592758","0.5900980999820011","0.5941987000100921",""
"INTL.5-8-GEO-MMTCD.A","        Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","4.3","2.5","1.1","1.2","2.1","2.2","2.3","2.5","2.2","1.7","1.6","1.6","1.7","1.9","2.1","2.137004305301782","2.1","2.7","2.911861775881429","3.0721045862944587","3.0584059708224047","3.1360580493150687","3.307601813698635","3.731459","4.527405","4.191488","4.143585084567442",""
"INTL.5-8-DEU-MMTCD.A","        Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","476.258297","478.839642","486.761351","479.066661","479.909954","488.817214","489.321331","494.571036","480.829344","488.507745","489.473686","476.026314","473.220232","473.064123","468.513834","466.440556","429.143218","444.398482","426.633362","439.057058","426.242374","427.561649","435.37811","429.042295","426.173716","420.322853","426.944723","393.286319","398.863712"
"INTL.5-8-DDR-MMTCD.A","        Germany, East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.945536400781364","49.603551487359894","50.57493330732005","44.52518419418182","49.76494053743321","46.8332367423404","48.485401212337024","46.5055826753309","43.462572752417806","32.00072934390946","31.450082290265613","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--",""
"INTL.5-8-DEUW-MMTCD.A","        Germany, West","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338.63159753063974","292.98796453677295","291.59147185327043","283.84241862353645","333.90428796168953","349.4643524190837","368.0882429697516","358.68947864926434","361.21439292119493","348.466218674497","363.5551963830082","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--",""
"INTL.5-8-GHA-MMTCD.A","        Ghana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22666","1.9","2.2","2","2.3","1.9","2.4","2.7","3.1","3.6","3","3","3.4","3.5","3.9","4","4.1","3.8","3.8","4.5","5.3","5.2","5.5","5.9","6.5","6.5","6.7","6.675884551455545","7.4","7.5","9.1","9.326884493525721","10.325326436683964","10.928006413489157","10.911289859539302","11.646753","12.598988","10.817419","12.4810759",""
"INTL.5-8-GIB-MMTCD.A","        Gibraltar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48881","0.5","0.5","0.4","0.4","0.8","1.4","1.5","1.9","1.6","1.7","1.7","3.1","3.2","3.2","3.2","3.2","3.2","3.7","3.2","7.3","4","4","4.1","4.3","4.4","4.5","4.589873438521549","4.6","4.9","14.002369375342461","13.936278375342475","14.057587202739725","12.941425202739728","12.229625030136987","12.527962","12.779891","14.167233000009729","13.837330000010633",""
"INTL.5-8-GRC-MMTCD.A","        Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.16741920672793","33.62353167935589","35.22473547639975","33.97550180992475","37.47382","38.566296","40.088773","43.376112","45.826603","48.148309","50.296888","50.925064","52.159062","53.675939","54.922966","57.34558","59.492753","60.553125","62.978291","61.20932","64.275266","65.179685","65.935865","68.887067","68.223765","68.862704","72.262387","74.621112","69.999419","65.582889","61.11847","57.519885","51.762021","48.379787","48.591864","50.35556","50.918888","51.42268","51.143866","52.598681"
"INTL.5-8-GRL-MMTCD.A","        Greenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6023562579736553","0.6","0.6","1","0.8335022185851816","0.6569769758110569","0.6380215622102539","0.5683525430406089","0.614472","0.620367","0.6106891720972196","0.6121102940288109",""
"INTL.5-8-GRD-MMTCD.A","        Grenada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04574","0.05254","0.05828","0.05632","0.05836","0.05954","0.06935","0.07109","0.07745","0.08059","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.3","0.23133353288342803","0.3","0.3","0.3","0.27463233563509115","0.286340167090409","0.32332734779936967","0.27105927166818944","0.289772","0.298309","0.32244384028206985","0.3171363812827329",""
"INTL.5-8-GLP-MMTCD.A","        Guadeloupe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48529","0.7","0.9","0.9","1","0.9","0.9","1.1","1.2","1.3","1.4","1.5","1.4","1.6","1.7","1.7","1.7","1.7","1.7","1.7","1.8","1.8","1.9","1.9","2","2.1","2.2","2.4430792428519656","2.4","2.1","2.1","2.513874843554901","1.890889185803856","1.8761437037070505","1.820668631126355","2.134862","1.996945","1.88786237","1.90047837",""
"none","        Guam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-8-GTM-MMTCD.A","        Guatemala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09952","3.6","3.5","3.7","3.2","3.6","3.2","3.2","3.5","3.6","3.8","3.6","4.4","4.8","5.4","6.1","6.3","7","8.5","8.7","8.6","9.5","9.3","9.4","9.8","10","10","10.414571946937494","9.9","11","9.6","9.865846354238444","10.014340263021925","10.061275149752186","10.595509847346493","12.133803","12.61943","13.291494","14.41823",""
"INTL.5-8-GIN-MMTCD.A","        Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.81493","0.8","0.8","0.8","0.8","0.7","1.1","1.1","1.1","1.1","1.5","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.3","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.3382443208106187","1.3","1.4","1.4","2.8365344270185453","2.580964506680475","2.334176294831147","2.433724809127519","2.767085","3.084621","2.9939607175435707","2.980732599112638",""
"INTL.5-8-GNB-MMTCD.A","        Guinea-Bissau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08321","0.08304","0.08409","0.08402","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.32025374082255237","0.5","0.4","0.4","0.3333777759619109","0.322217540728071","0.36046639491141397","0.374162768163158","0.408674","0.425613","0.3408829311325162","0.34184688575332006",""
"INTL.5-8-GUY-MMTCD.A","        Guyana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.42148","1.6","1.3","1.2","1.3","1.4","1.4","1.1","1.1","0.7","0.7","0.8","0.9","1.2","1.2","1","1","1.1","1.4","1.5","1.7","1.7","1.8","1.7","1.5","1.7","1.6","1.5191559270263444","1.5","1.6","1.6","1.841371514911185","2.0801370061294246","2.028611814453657","2.028761361476607","2.099613","2.361872","2.281382873103","2.3219427825563845",""
"INTL.5-8-HTI-MMTCD.A","        Haiti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.84969","0.6","0.7","0.6","0.6","0.7","0.8","1.2","1.3","1.2","0.7","0.7","0.8","0.6","0.5","0.9","1.1","1.4","1.3","1.5","1.5","1.7","1.7","1.7","1.7","1.8","1.8","1.9654783462427299","2","2.2","2.1","2.2243209181197177","2.4187792493947","2.6022978930711083","2.8666739231971725","3.316061","3.357186","3.357510685993048","3.456410139964942",""
"INTL.5-8-HITZ-MMTCD.A","        Hawaiian Trade Zone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--",""
"INTL.5-8-HND-MMTCD.A","        Honduras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69779","1.5","1.5","1.6","1.7","1.6","1.7","1.7","2","2.4","2.7","2.7","2.7","2.7","3","3.5","3.9","3.8","4.4","4.6","4.3","5","5.6","5.6","6.6","6.8","7.1","7.979675668355456","7.5","6.8","7.1","7.295769056086651","7.892653777109234","7.927813825556211","8.586795867221031","9.267142","8.736444","8.704850987389364","10.003464",""
"INTL.5-8-HKG-MMTCD.A","        Hong Kong","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.09909","19","18","17","16","16","18","18","19","19","19","20","23","24","28","28","28","27","30","41","36","36","40","41","48","49","47","49.866551858598406","46","54","65.30636446535509","57.3430144465366","52.898502219156136","53.92269667622835","49.602068279602314","60.20269708779625","61.97337456409208","65.52628920287569","66.49730957966878",""
"INTL.5-8-HUN-MMTCD.A","        Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.620555620654418","28.902289168154674","26.660404019937374","25.393486902565222","32.829805","33.738884","31.729006","32.416388","29.472692","29.347058","28.323821","26.672853","27.726084","26.78387","26.461742","24.73336","23.409506","24.779064","25.21901","24.680131","23.56576252332913","23.15239252332913","23.951701761664566","23.427233","23.150688","27.135491","28.006211","29.32374","28.795791","27.790816","26.59424","25.931777761664566","23.552642","23.463555","24.863724","26.622425","26.551073","28.163345","30.109049","29.499874"
"INTL.5-8-ISL-MMTCD.A","        Iceland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7131441864160777","1.5535586388580034","1.3813619421613068","1.5535586388580034","1.55513","1.595771761664565","1.622875","1.7557327961473235","1.8063470344827586","2.0089600344827585","1.9773660344827586","1.8729910344827587","2.0735570344827585","2.0154800344827586","2.0567820344827585","2.1360660344827584","2.3970960344827588","2.3304380689655173","2.3444500689655174","2.3481410689655173","2.3832","2.252786","2.379493","2.382795068965517","2.467418","2.501041","2.6140770689655173","2.606443","2.395015","2.309632103448276","2.139057","2.116861","2.126963","2.300143","2.544373068965517","2.589325103448276","2.8958450689655173","3.175025","3.432809","2.597807"
"INTL.5-8-IND-MMTCD.A","        India","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.66186","104","105","110","117","127","130","137","150","156","160","162","174","179","194","217","229","241","257","268","286","293","302","302","325","321","349","373","387","402","417","422","449","454","472","512","578.7945970058621","596.3309729133247","615.0922265412178","624.263411384888"
"INTL.5-8-IDN-MMTCD.A","        Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1223","64","67","66","66","66","69","73","76","83","95","100","106","113","114","117","127","141","136","145","154","157","166","167","175","184","175","166.3","177","182","201.2506818052444","208.76811641619128","217.3362092971377","212.78227126977143","215.12012451475917","200.58920187754958","199.25691367754956","206.86813944594783","224.4631056629268",""
"INTL.5-8-IRN-MMTCD.A","        Iran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.01607","82","93","112","109","112","123","130","130","145","149","157","161","166","167","167","157","173","169","175","173","178","189","197","211","215","227","220.3","239","249","245","252.12500421939262","271.34532862893593","267.51782530853575","267.78358111506924","240.998331","233.620313","266.161246257304","266.161246257304",""
"INTL.5-8-IRQ-MMTCD.A","        Iraq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.74789","30","29","36","34","36","42","41","46","50","57","39","52","61","71","71","71","63","65","67","66","71","73","68","73","78","74","81.9","90","98","86.374073","90.267763","105.876756","115.405259","112.56889","95.847884","120.010597","118.429715","126.315647",""
"INTL.5-8-IRL-MMTCD.A","        Ireland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.45784054744674","14.67791475162788","12.691749143681914","12.150348355850547","12.326263","12.411296","15.30326","13.64161","11.86082","12.326632","13.865956","15.154481","15.413867","15.905515","17.687705","18.249678","18.63911","21.001788","23.407238","26.279235","27.018496","29.331266","28.175078","27.726438","28.667389","30.273443","31.478615","30.654023","29.689867","25.000682","24.585365","21.232244","20.480425","20.654427","21.024414","21.949994","22.807865","23.039391","24.076933","24.105816"
"INTL.5-8-ISR-MMTCD.A","        Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.501330926631873","22.8621670050321","21.814355705964523","20.217887543389512","20.070921","21.084621","22.830419","25.226532","27.087322","27.606714","28.211567","28.529603","28.208615","30.642908","32.855723","35.319028","34.201001","36.091318","37.675432","38.814416","41.572545","38.794392","40.456081","41.412592","42.339612","38.663254","39.679891","41.153","39.651512","35.943679","37.536627","36.715405","43.491718","37.598627","33.575607","35.813882","35.715388","36.929401","37.112301","37.872782"
"INTL.5-8-ITA-MMTCD.A","        Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239.4681606142309","246.83933601923007","243.5435853142516","233.95030145456693","299.881933","291.01379","301.344108","316.052155","317.908961","329.411249","326.313674","321.806939","324.037129","322.393959","318.283952","334.638361","328.496411","330.170654","328.867879","312.44933","311.436226","304.25219","311.88443","313.351882","298.008769","294.052458","291.944456","282.631738","275.074665","254.828315","249.723483","242.341969","219.899429","198.04649","199.331328","205.031178","195.971213","202.605981","208.393645","197.254902"
